   phi1      Phi     phi2    phase        x        y       ci
10.7562  19.6884  30.9349        1      1.5  86.6025        1
9.64244  19.9375  30.5488        1        2 0.866025        1
11.0048  20.2802  31.9105        1      2.5  1.73205        1
 10.222  19.4851  32.6933        1        2  2.59808        1
10.4291  19.9462  32.8218        1      2.5   3.4641        1
10.0597  20.3782  32.6283        1        2  4.33013        1
 9.8902  20.0524  33.2087        1      2.5  5.19615        1
10.1033  19.9086  33.8098        1        2  6.06218        1
10.2448   20.216  34.2034        1      2.5   6.9282        1
10.6607  20.4908  33.8268        1        2  7.79423        1
10.2216  19.6017  34.4239        1      2.5  8.66025        1
9.87278  20.0276  33.7752        1        2  9.52628        1
9.93941   20.202  34.3368        1      2.5  10.3923        1
10.1839  19.4972  33.7558        1        2  11.2583        1
10.0656  20.0612  34.3156        1      2.5  12.1244        1
10.2027  18.9745  32.5108        1        2  12.9904        1
9.07363  20.5967  33.4854        1      2.5  13.8564        1
10.3326  19.4908  31.7571        1        2  14.7224        1
10.1354  19.5572  31.9239        1      2.5  15.5885        1
10.4059  19.9956  32.7434        1        2  16.4545        1
9.31385  20.0077  30.7381        1      2.5  17.3205        1
9.48154  18.7194  30.8549        1        2  18.1865        1
9.22862  20.2392  30.5427        1      2.5  19.0526        1
9.82973  19.0773  29.2751        1        2  19.9186        1
9.81619  20.3346  28.8457        1      2.5  20.7846        1
10.1309  20.1753  28.8626        1        2  21.6506        1
10.0582  20.1896  28.9819        1      2.5  22.5167        1
10.1334  19.4775  28.2785        1        2  23.3827        1
10.4659  18.7339  28.2199        1      2.5  24.2487        1
10.2638  19.3175  26.6084        1        2  25.1147        1
9.37046  19.0383  28.0675        1      2.5  25.9808        1
9.10724  19.7891  29.2342        1        2  26.8468        1
10.4824  20.0865  28.3401        1      2.5  27.7128        1
 9.9058  19.7734  28.1823        1        2  28.5788        1
9.54947  20.0203  28.9894        1      2.5  29.4449        1
9.20286    18.99   29.553        1        2  30.3109        1
10.1554  20.2775  29.3268        1      2.5  31.1769        1
9.99102  20.8757  30.2922        1        2  32.0429        1
10.1918  19.4989  30.6931        1      2.5   32.909        1
10.1865   19.708  30.5708        1        2   33.775        1
9.95147  20.1747  31.1955        1      2.5   34.641        1
9.96856  20.1793  31.9617        1        2   35.507        1
 10.021  20.7035  31.4599        1      2.5  36.3731        1
 10.194  19.4348  31.7038        1        2  37.2391        1
9.94301  19.3815  32.9116        1      2.5  38.1051        1
10.5498  18.9842  33.1675        1        2  38.9711        1
9.50084  19.2322  33.9388        1      2.5  39.8372        1
9.87583  20.3264  33.7033        1        2  40.7032        1
10.3997  19.9859  34.2284        1      2.5  41.5692        1
10.0345  20.3941  34.7681        1        2  42.4352        1
9.57282  20.8821  33.5921        1      2.5  43.3013        1
9.06301  19.9785  33.5843        1        2  44.1673        1
9.38811  20.6826   34.068        1      2.5  45.0333        1
10.0517  19.6171  33.7796        1        2  45.8993        1
10.5548  19.9016  34.2736        1      2.5  46.7654        1
9.64274  19.3116  32.7192        1        2  47.6314        1
10.2021  20.2085   33.304        1      2.5  48.4974        1
9.51349  20.1084  32.4045        1        2  49.3634        1
10.0923   19.314  31.3903        1      2.5  50.2295        1
10.0493  19.9542  31.1198        1        2  51.0955        1
9.26997  20.3737  31.2797        1      2.5  51.9615        1
 10.474  20.4568  30.5049        1        2  52.8275        1
9.51246  19.3404  30.2609        1      2.5  53.6936        1
9.72107  20.2359  29.5472        1        2  54.5596        1
9.56504  20.1542  29.2602        1      2.5  55.4256        1
9.36737  20.2454  28.6952        1        2  56.2917        1
9.77101  20.5852   29.561        1      2.5  57.1577        1
 10.404  20.0989  28.2854        1        2  58.0237        1
9.71739  20.7833  28.6762        1      2.5  58.8897        1
10.9014  19.8206  27.5798        1        2  59.7558        1
10.6471  19.3073  28.4044        1      2.5  60.6218        1
10.7448  19.9128  27.3253        1        2  61.4878        1
10.7986  19.3033  28.1874        1      2.5  62.3538        1
9.89586  19.5725  28.4128        1        2  63.2199        1
9.96086  20.7046  28.2166        1      2.5  64.0859        1
9.94208  20.0009  28.7558        1        2  64.9519        1
8.84324  20.2735  29.4068        1      2.5  65.8179        1
9.50074  19.7752  29.6198        1        2   66.684        1
10.1327  19.4574  30.0091        1      2.5    67.55        1
9.94957  20.0844  30.3178        1        2   68.416        1
9.87199  20.3668  31.1119        1      2.5   69.282        1
10.3016  20.3532  31.1867        1        2  70.1481        1
10.3973  20.6239  31.4253        1      2.5  71.0141        1
10.0822  19.3611  32.1447        1        2  71.8801        1
 10.371  20.3339  32.3855        1      2.5  72.7461        1
10.5162  19.5191  32.5214        1        2  73.6122        1
9.79541   20.007  33.5546        1      2.5  74.4782        1
9.21151  18.9366  33.5032        1        2  75.3442        1
10.7543  19.9233  34.2009        1      2.5  76.2102        1
  10.32   20.374  34.5207        1        2  77.0763        1
9.91706  20.0144  33.7479        1      2.5  77.9423        1
10.1879   20.252  35.4925        1        2  78.8083        1
9.56855   20.348  33.9104        1      2.5  79.6743        1
10.1597  19.9454  33.3528        1        2  80.5404        1
10.0438  20.0327  32.7239        1      2.5  81.4064        1
10.0679   20.701  33.8156        1        2  82.2724        1
10.0078  21.1241  33.5443        1      2.5  83.1384        1
9.75051  19.5978  33.0531        1        2  84.0045        1
10.0243  19.5906  31.7817        1      2.5  84.8705        1
10.9721  20.4339   31.986        1        2  85.7365        1
11.0635  19.1203  30.8025        1      2.5  86.6025        1
9.41012  20.4519  32.1351        1        3 0.866025        1
10.3977  19.5892  32.5768        1      3.5  1.73205        1
9.12727  19.5503  32.8358        1        3  2.59808        1
9.42841  19.7402  33.7292        1      3.5   3.4641        1
9.71715  19.7835  33.5541        1        3  4.33013        1
10.1928   19.869  34.2575        1      3.5  5.19615        1
9.40215  19.4178  34.0351        1        3  6.06218        1
10.0431  19.6585  34.5789        1      3.5   6.9282        1
10.1926  19.8691  34.4129        1        3  7.79423        1
9.90441  20.0378  33.7692        1      3.5  8.66025        1
10.4062  20.0236  32.7647        1        3  9.52628        1
10.8044   20.174  34.9869        1      3.5  10.3923        1
8.85375  19.7178  32.7255        1        3  11.2583        1
9.66432  20.5382   35.362        1      3.5  12.1244        1
9.91268  19.3035  33.5146        1        3  12.9904        1
10.3596  19.1658  33.9052        1      3.5  13.8564        1
9.11023  19.5552  32.2338        1        3  14.7224        1
10.0099  20.0571  31.6488        1      3.5  15.5885        1
11.0193   20.044  31.8899        1        3  16.4545        1
10.1156  21.0618  31.9662        1      3.5  17.3205        1
10.3459  19.9137  30.5563        1        3  18.1865        1
9.40164  19.5295  30.5586        1      3.5  19.0526        1
10.5092  19.5778  29.6678        1        3  19.9186        1
 10.085  19.5436   29.937        1      3.5  20.7846        1
9.90849  19.7512  30.0006        1        3  21.6506        1
10.0203  19.7252  29.2203        1      3.5  22.5167        1
10.3441  20.4588   28.648        1        3  23.3827        1
9.66735  19.6196  28.9652        1      3.5  24.2487        1
8.84938  19.4571  28.0303        1        3  25.1147        1
9.58555  19.9858  28.2891        1      3.5  25.9808        1
10.1854  18.9563  28.5673        1        3  26.8468        1
10.3497  20.3557  28.9891        1      3.5  27.7128        1
8.86305  19.3817  28.3643        1        3  28.5788        1
9.89866  19.9652  29.1148        1      3.5  29.4449        1
9.58128  20.6502  29.1668        1        3  30.3109        1
10.1386  21.0925  29.2331        1      3.5  31.1769        1
9.86789   20.425  30.1354        1        3  32.0429        1
10.5869  19.5444  30.5749        1      3.5   32.909        1
9.14484  19.6586  30.2338        1        3   33.775        1
9.40289  20.5674  32.4055        1      3.5   34.641        1
9.56342  19.7095  32.0339        1        3   35.507        1
8.93407   20.344  32.5979        1      3.5  36.3731        1
10.5733  20.6749  32.0191        1        3  37.2391        1
10.3902  19.8046  33.1433        1      3.5  38.1051        1
9.57182  19.1853  34.3094        1        3  38.9711        1
10.9404  20.6351  33.2571        1      3.5  39.8372        1
9.83546  20.3461  34.7589        1        3  40.7032        1
9.94497  19.2467  35.0429        1      3.5  41.5692        1
10.0989  19.3711  33.8023        1        3  42.4352        1
9.54743  19.8311  34.1123        1      3.5  43.3013        1
10.6773  19.5765  33.9053        1        3  44.1673        1
9.80308  20.4512  33.7694        1      3.5  45.0333        1
9.73855  19.7916  32.9494        1        3  45.8993        1
 10.218   19.826  33.7175        1      3.5  46.7654        1
9.90942  20.0272  33.3375        1        3  47.6314        1
10.2357  19.6544  33.5855        1      3.5  48.4974        1
11.1083  19.0606  33.4608        1        3  49.3634        1
 9.4312  20.1717  31.9747        1      3.5  50.2295        1
9.69248  20.0173  32.5677        1        3  51.0955        1
9.96446  19.8387  32.3431        1      3.5  51.9615        1
10.0777  20.0246  30.4612        1        3  52.8275        1
 9.7332  20.0549  30.3212        1      3.5  53.6936        1
9.35409  20.6257   29.591        1        3  54.5596        1
10.2748  20.2395  30.1889        1      3.5  55.4256        1
10.6657   20.966  28.5525        1        3  56.2917        1
10.1511  20.3703  29.8977        1      3.5  57.1577        1
10.4713  19.9846  27.8436        1        3  58.0237        1
10.2554  20.1278  28.7403        1      3.5  58.8897        1
9.93776  19.8737  27.9426        1        3  59.7558        1
9.82082  19.6739  28.4711        1      3.5  60.6218        1
9.99948  19.6762  28.3946        1        3  61.4878        1
10.6245  19.2402  28.6941        1      3.5  62.3538        1
9.89493  19.5167  28.2332        1        3  63.2199        1
9.20493  20.2282  29.5689        1      3.5  64.0859        1
9.36883  19.8175  29.4625        1        3  64.9519        1
10.0353   19.644  30.4072        1      3.5  65.8179        1
10.4662  19.8922  30.8408        1        3   66.684        1
11.2375  20.2388  29.8802        1      3.5    67.55        1
9.92038  19.5651  30.8052        1        3   68.416        1
10.5191  20.1286  31.0391        1      3.5   69.282        1
9.91729  20.3206  31.8645        1        3  70.1481        1
10.4747  19.7292  32.3139        1      3.5  71.0141        1
10.8732  19.7267  32.2707        1        3  71.8801        1
 10.527  20.0293  33.7525        1      3.5  72.7461        1
10.2682  20.1563    33.82        1        3  73.6122        1
9.89592  19.8394  33.8228        1      3.5  74.4782        1
10.2138  19.6597  33.5349        1        3  75.3442        1
9.53138  19.5645  34.3722        1      3.5  76.2102        1
9.58538  19.9684  34.2844        1        3  77.0763        1
9.76689  20.5383  35.1358        1      3.5  77.9423        1
9.95548  19.6889  34.2359        1        3  78.8083        1
10.0543  19.5308  34.2717        1      3.5  79.6743        1
9.72298  19.4454  33.2433        1        3  80.5404        1
9.92089  20.0368  34.2321        1      3.5  81.4064        1
9.73978  20.4081  33.7808        1        3  82.2724        1
9.76993  20.3952  32.8164        1      3.5  83.1384        1
  9.703  19.8964  32.4077        1        3  84.0045        1
10.3119  20.3652  32.0782        1      3.5  84.8705        1
10.5776  19.4651  32.2034        1        3  85.7365        1
9.02849  19.8116  31.4258        1      3.5  86.6025        1
10.3218  20.6538  32.2946        1        4 0.866025        1
10.7389  19.4937  32.8955        1      4.5  1.73205        1
9.92523  19.9829   33.891        1        4  2.59808        1
9.42487  20.0967  33.5042        1      4.5   3.4641        1
10.6063  19.8867  32.8621        1        4  4.33013        1
9.61213  20.1195  35.4829        1      4.5  5.19615        1
9.37844  20.1242   33.768        1        4  6.06218        1
9.60871  20.0957  35.4534        1      4.5   6.9282        1
10.1263  20.1479  35.1955        1        4  7.79423        1
9.78353  19.9336  34.8786        1      4.5  8.66025        1
10.5525   20.493  35.1118        1        4  9.52628        1
10.1649  20.0865  34.1102        1      4.5  10.3923        1
9.64675   19.767  34.4537        1        4  11.2583        1
10.2215  20.6883  34.1559        1      4.5  12.1244        1
9.99297  20.2235  34.6682        1        4  12.9904        1
9.80047  20.2424  33.1174        1      4.5  13.8564        1
10.2747  19.3332  34.0457        1        4  14.7224        1
10.4568  20.6385  33.1904        1      4.5  15.5885        1
9.47437   19.362  32.7216        1        4  16.4545        1
9.54099  19.3114  32.0661        1      4.5  17.3205        1
9.70953  19.9945  31.2792        1        4  18.1865        1
10.4099  19.7169   31.597        1      4.5  19.0526        1
10.5487  19.7395  30.0869        1        4  19.9186        1
10.2214  20.6307  29.8984        1      4.5  20.7846        1
9.68489  20.5347  28.9333        1        4  21.6506        1
 10.299  19.7693   29.727        1      4.5  22.5167        1
10.9372  20.1963  28.5631        1        4  23.3827        1
9.97935    20.26  29.4865        1      4.5  24.2487        1
9.81198   20.086  29.2236        1        4  25.1147        1
10.4667  20.3022  28.9005        1      4.5  25.9808        1
9.77686  19.5952  29.3001        1        4  26.8468        1
10.4915  19.9549  28.7833        1      4.5  27.7128        1
9.67117  19.7018  28.6499        1        4  28.5788        1
10.3164  19.2982  28.8849        1      4.5  29.4449        1
9.80889  19.6833  29.7504        1        4  30.3109        1
 10.019  19.5628  30.2057        1      4.5  31.1769        1
10.4831  20.0385  31.1244        1        4  32.0429        1
10.4582  20.1966  31.1722        1      4.5   32.909        1
9.75506  19.8385  31.0288        1        4   33.775        1
10.4877  20.4208  31.6267        1      4.5   34.641        1
9.91924  19.6057  32.9644        1        4   35.507        1
10.1214  19.2603  32.8926        1      4.5  36.3731        1
10.5117  18.7314   33.557        1        4  37.2391        1
9.70903  18.7294  33.9283        1      4.5  38.1051        1
9.77073   20.002  33.6814        1        4  38.9711        1
 10.341  20.9582  34.6403        1      4.5  39.8372        1
10.4124  19.7365  34.7442        1        4  40.7032        1
10.2396  20.1435  34.2469        1      4.5  41.5692        1
 9.1662  19.8287  34.5713        1        4  42.4352        1
10.7893  19.8272  34.8691        1      4.5  43.3013        1
10.3664  19.2876  34.6549        1        4  44.1673        1
9.77349  19.5562  33.6449        1      4.5  45.0333        1
10.2175   19.754  34.6767        1        4  45.8993        1
9.82414  19.9635  34.5451        1      4.5  46.7654        1
8.88145  20.3084  33.4289        1        4  47.6314        1
9.85162  19.0706   33.715        1      4.5  48.4974        1
10.3687  20.2589  33.4217        1        4  49.3634        1
10.1341  20.2557  33.6588        1      4.5  50.2295        1
9.43554  19.5357  32.6264        1        4  51.0955        1
9.73179  20.5618  31.9201        1      4.5  51.9615        1
10.7052  20.3297  30.7972        1        4  52.8275        1
9.76018  19.8135  29.9381        1      4.5  53.6936        1
10.4967   20.161  29.3427        1        4  54.5596        1
10.4017  19.7209  28.9652        1      4.5  55.4256        1
9.40679  18.8625  28.7778        1        4  56.2917        1
10.4104  19.5741  30.1908        1      4.5  57.1577        1
10.1323  19.8155  28.9839        1        4  58.0237        1
10.0549  19.5623  28.9299        1      4.5  58.8897        1
10.6208  20.1237  29.9513        1        4  59.7558        1
10.6405  19.5351  29.2751        1      4.5  60.6218        1
 10.473   20.445  28.7091        1        4  61.4878        1
10.7196  20.0398  28.6273        1      4.5  62.3538        1
 10.326  20.0656  28.7709        1        4  63.2199        1
10.1384  19.9599  29.6824        1      4.5  64.0859        1
10.6182   21.147  29.9802        1        4  64.9519        1
9.81041  19.3928  30.4349        1      4.5  65.8179        1
10.0779   18.626  30.9008        1        4   66.684        1
11.2981   19.546  30.8686        1      4.5    67.55        1
9.54324  20.1238   32.218        1        4   68.416        1
10.0847  19.3934  31.7134        1      4.5   69.282        1
10.0917  19.7872  32.2941        1        4  70.1481        1
10.0162  20.4887  32.6905        1      4.5  71.0141        1
10.0931  19.8737  33.2576        1        4  71.8801        1
10.2546  20.4179  33.5521        1      4.5  72.7461        1
10.9351  19.7714  34.0388        1        4  73.6122        1
10.0594  19.6215  34.3771        1      4.5  74.4782        1
10.0473  20.5218  35.3059        1        4  75.3442        1
10.2792  19.8958  34.4167        1      4.5  76.2102        1
10.0928  20.0097   33.607        1        4  77.0763        1
 9.3793  20.0384  34.8648        1      4.5  77.9423        1
9.95914  20.7701   34.739        1        4  78.8083        1
9.40242   19.306  35.0697        1      4.5  79.6743        1
10.2004   20.215  34.8546        1        4  80.5404        1
 10.425  19.6438   33.883        1      4.5  81.4064        1
10.0197  20.7751  34.9796        1        4  82.2724        1
9.47952   20.749  34.2388        1      4.5  83.1384        1
 10.151  19.6497  32.8182        1        4  84.0045        1
9.49084  20.0778  32.5997        1      4.5  84.8705        1
 9.5294  19.0128  32.0413        1        4  85.7365        1
 10.552  20.5137   32.476        1      4.5  86.6025        1
8.77819  19.7203  31.8757        1        5 0.866025        1
10.1779  20.3343  33.0586        1      5.5  1.73205        1
 10.275  20.6398   33.458        1        5  2.59808        1
10.6496  20.3834  33.3524        1      5.5   3.4641        1
10.7496  20.4155  34.5142        1        5  4.33013        1
 9.3672  20.2369  35.4291        1      5.5  5.19615        1
 10.588  19.5765  35.1109        1        5  6.06218        1
9.84783  19.6908  35.2528        1      5.5   6.9282        1
9.57117   19.778  35.9632        1        5  7.79423        1
9.63504  19.3933  34.8532        1      5.5  8.66025        1
 9.7174  20.2088  35.3499        1        5  9.52628        1
10.7603  20.1298   35.943        1      5.5  10.3923        1
10.2062  20.7163  35.0665        1        5  11.2583        1
9.74637  20.5287  35.2511        1      5.5  12.1244        1
 9.2761  19.5882   33.855        1        5  12.9904        1
9.68069  20.0103  33.7228        1      5.5  13.8564        1
10.6388  19.2147    33.54        1        5  14.7224        1
9.86805  19.3392  32.7969        1      5.5  15.5885        1
 10.244  19.5403  32.4961        1        5  16.4545        1
9.53314  20.4703  32.7748        1      5.5  17.3205        1
 9.5908  20.1295  32.3944        1        5  18.1865        1
10.7964  20.2485  31.2283        1      5.5  19.0526        1
9.47877  19.8164  30.5739        1        5  19.9186        1
9.76045  19.4614  30.8805        1      5.5  20.7846        1
10.1556  19.1334  30.6591        1        5  21.6506        1
10.3239  19.6264  30.0524        1      5.5  22.5167        1
9.13134  20.0981  29.1335        1        5  23.3827        1
10.1791  19.5957  29.8403        1      5.5  24.2487        1
10.8459  20.5425  28.8744        1        5  25.1147        1
10.3934  19.6166   29.753        1      5.5  25.9808        1
 9.9169  20.4816  29.9423        1        5  26.8468        1
10.4458  20.0323  29.2025        1      5.5  27.7128        1
10.2992  20.5239  29.3684        1        5  28.5788        1
 9.8936  19.6397   29.892        1      5.5  29.4449        1
9.23699  20.4312  30.6095        1        5  30.3109        1
 10.336  20.2889  30.0574        1      5.5  31.1769        1
 9.3157  20.6717  31.9504        1        5  32.0429        1
9.70743  20.1451  31.1556        1      5.5   32.909        1
10.7204  20.2555  31.0655        1        5   33.775        1
10.2352  19.8823  32.0243        1      5.5   34.641        1
10.0782  20.1278  33.1664        1        5   35.507        1
10.9173  20.8048  32.4922        1      5.5  36.3731        1
 10.139  19.1866  32.7489        1        5  37.2391        1
 10.201  19.9702  34.1939        1      5.5  38.1051        1
10.4121   20.222  34.0833        1        5  38.9711        1
 10.295  20.0665  34.5185        1      5.5  39.8372        1
10.1398  20.2756  35.6169        1        5  40.7032        1
9.87549  19.9327  34.6566        1      5.5  41.5692        1
9.01545  19.4899  35.4992        1        5  42.4352        1
10.1779   19.437    35.79        1      5.5  43.3013        1
9.39582  19.5263  35.0404        1        5  44.1673        1
10.4549  20.0917  34.6215        1      5.5  45.0333        1
10.3169  19.2226  34.7515        1        5  45.8993        1
 9.3504  20.0452   35.211        1      5.5  46.7654        1
9.62525  20.6454  33.4203        1        5  47.6314        1
9.65248   19.438  33.6933        1      5.5  48.4974        1
9.18051  20.2178  33.4959        1        5  49.3634        1
10.2355  20.7103  33.5544        1      5.5  50.2295        1
  11.07  19.6491  32.5675        1        5  51.0955        1
10.4524  20.4225  32.0817        1      5.5  51.9615        1
9.24315  19.3801  31.5602        1        5  52.8275        1
9.36532  19.8891  31.6457        1      5.5  53.6936        1
9.40641  19.9601  30.6853        1        5  54.5596        1
9.67969  20.7799  30.8591        1      5.5  55.4256        1
10.1922  19.5688  29.2007        1        5  56.2917        1
9.53699  19.9208  29.5748        1      5.5  57.1577        1
9.62953  19.8052  28.6315        1        5  58.0237        1
10.3086   19.689  28.7988        1      5.5  58.8897        1
10.2857  19.6216  28.8491        1        5  59.7558        1
10.3292  20.3767  28.7184        1      5.5  60.6218        1
10.0682  20.1471  29.2862        1        5  61.4878        1
8.58435  20.3336  28.7466        1      5.5  62.3538        1
10.3515  19.3486  29.4113        1        5  63.2199        1
9.87971  18.9434  29.8906        1      5.5  64.0859        1
10.3346  19.5792  29.1627        1        5  64.9519        1
10.1902  20.4408   29.319        1      5.5  65.8179        1
8.83923  19.3162  31.0663        1        5   66.684        1
 8.6857  19.2687  30.9781        1      5.5    67.55        1
10.0381  19.2965  31.0734        1        5   68.416        1
10.2969  20.1252  31.5898        1      5.5   69.282        1
10.1389  19.8629   31.363        1        5  70.1481        1
9.98054  20.0645  33.5584        1      5.5  71.0141        1
9.87666   20.263  33.5687        1        5  71.8801        1
10.4514  19.2848  33.7688        1      5.5  72.7461        1
10.2063  19.5548  34.3359        1        5  73.6122        1
 9.7392  20.6911  34.7497        1      5.5  74.4782        1
10.8747  20.6461  35.1002        1        5  75.3442        1
9.60955  19.2943  35.1822        1      5.5  76.2102        1
9.36115  19.8958  34.2687        1        5  77.0763        1
11.0826  20.2928  34.2792        1      5.5  77.9423        1
10.9798  21.0269  35.3065        1        5  78.8083        1
 9.9712  20.1656  35.4892        1      5.5  79.6743        1
 10.581  19.2436  34.4644        1        5  80.5404        1
10.3144  19.7646  34.7136        1      5.5  81.4064        1
 9.8644  19.4411  34.4004        1        5  82.2724        1
10.2666  20.1683   34.284        1      5.5  83.1384        1
10.4401  20.7303  34.1269        1        5  84.0045        1
9.14354  20.1514  34.1016        1      5.5  84.8705        1
9.93841  20.0179  32.6007        1        5  85.7365        1
9.29924  20.2539  32.4479        1      5.5  86.6025        1
9.79665  19.2105  32.9055        1        6 0.866025        1
10.5322  20.3319   33.821        1      6.5  1.73205        1
10.6851  19.0061  32.8895        1        6  2.59808        1
9.36688  19.2397  34.3684        1      6.5   3.4641        1
9.99269  19.5906  33.9621        1        6  4.33013        1
10.5021  20.6233  35.2477        1      6.5  5.19615        1
9.82417  20.6391  35.6897        1        6  6.06218        1
11.2696  18.6747  35.1203        1      6.5   6.9282        1
9.54833  20.2374  34.9687        1        6  7.79423        1
9.91696  20.1949  35.5876        1      6.5  8.66025        1
10.1078  20.1617  35.5468        1        6  9.52628        1
9.71624  20.0429    36.48        1      6.5  10.3923        1
10.4039  19.6075  35.5921        1        6  11.2583        1
10.0327  19.4452  35.5644        1      6.5  12.1244        1
9.70603  20.2192   33.798        1        6  12.9904        1
9.80269  20.1726  34.1023        1      6.5  13.8564        1
9.70487  20.3873  32.8066        1        6  14.7224        1
 10.599  19.9175  33.6516        1      6.5  15.5885        1
10.3977  20.1417  33.3677        1        6  16.4545        1
10.0988   20.684  33.1539        1      6.5  17.3205        1
 9.8967  19.5109  31.3051        1        6  18.1865        1
