phi1      Phi     phi2    phase        x        y       ci
  10       20       36        1      2.5  41.5692        1
  10       20       36        1        2  42.4352        1
  10       20       36        1      2.5  43.3013        1
  10       20       36        1        2  44.1673        1
  10       20       36        1      2.5  45.0333        1
  10       20       36        1        2  45.8993        1
  10       20       36        1      2.5  46.7654        1
  10       20       36        1        2  47.6314        1
  10       20       36        1      2.5  48.4974        1
  10       20       36        1        2  49.3634        1
  10       20       36        1      2.5  50.2295        1
  10       20       36        1        2  51.0955        1
  10       20       36        1      2.5  51.9615        1
  10       20       33        1        2  52.8275        1
  10       20       33        1      2.5  53.6936        1
  10       20       33        1        2  54.5596        1
  10       20       33        1      2.5  55.4256        1
  10       20       33        1        2  56.2917        1
  10       20       33        1      2.5  57.1577        1
  10       20       33        1        2  58.0237        1
  10       20       33        1      2.5  58.8897        1
  10       20       33        1        2  59.7558        1
  10       20       33        1      2.5  60.6218        1
  10       20       33        1        2  61.4878        1
  10       20       33        1      2.5  62.3538        1
  10       20       33        1        2  63.2199        1
  10       20       33        1      2.5  64.0859        1
  10       20       33        1        2  64.9519        1
  10       20       33        1      2.5  65.8179        1
  10       20       33        1        2   66.684        1
  10       20       33        1      2.5    67.55        1
  10       20       33        1        2   68.416        1
  10       20       33        1      2.5   69.282        1
  10       20       36        1        2  70.1481        1
  10       20       36        1      2.5  71.0141        1
  10       20       36        1        2  71.8801        1
  10       20       36        1      2.5  72.7461        1
  10       20       36        1        2  73.6122        1
  10       20       36        1      2.5  74.4782        1
  10       20       36        1        2  75.3442        1
  10       20       36        1      2.5  76.2102        1
  10       20       36        1        2  77.0763        1
  10       20       36        1      2.5  77.9423        1
  10       20       36        1        2  78.8083        1
  10       20       36        1      2.5  79.6743        1
  10       20       36        1        2  80.5404        1
  10       20       36        1      2.5  81.4064        1
  10       20       36        1        2  82.2724        1
  10       20       36        1      2.5  83.1384        1
  10       20       36        1        2  84.0045        1
  10       20       36        1      2.5  84.8705        1
  10       20       36        1        2  85.7365        1
  10       20       36        1      2.5  86.6025        1
  10       20       36        1        3 0.866025        1
  10       20       36        1      3.5  1.73205        1
  10       20       36        1        3  2.59808        1
  10       20       36        1      3.5   3.4641        1
  10       20       36        1        3  4.33013        1
  10       20       36        1      3.5  5.19615        1
  10       20       36        1        3  6.06218        1
  10       20       36        1      3.5   6.9282        1
  10       20       36        1        3  7.79423        1
  10       20       36        1      3.5  8.66025        1
  10       20       36        1        3  9.52628        1
  10       20       36        1      3.5  10.3923        1
  10       20       36        1        3  11.2583        1
  10       20       36        1      3.5  12.1244        1
  10       20       36        1        3  12.9904        1
  10       20       36        1      3.5  13.8564        1
  10       20       36        1        3  14.7224        1
  10       20       36        1      3.5  15.5885        1
  10       20       36        1        3  16.4545        1
  10       20       36        1      3.5  17.3205        1
  10       20       33        1        3  18.1865        1
  10       20       33        1      3.5  19.0526        1
  10       20       33        1        3  19.9186        1
  10       20       33        1      3.5  20.7846        1
  10       20       33        1        3  21.6506        1
  10       20       33        1      3.5  22.5167        1
  10       20       33        1        3  23.3827        1
  10       20       33        1      3.5  24.2487        1
  10       20       33        1        3  25.1147        1
  10       20       33        1      3.5  25.9808        1
  10       20       33        1        3  26.8468        1
  10       20       33        1      3.5  27.7128        1
  10       20       33        1        3  28.5788        1
  10       20       33        1      3.5  29.4449        1
  10       20       33        1        3  30.3109        1
  10       20       33        1      3.5  31.1769        1
  10       20       33        1        3  32.0429        1
  10       20       33        1      3.5   32.909        1
  10       20       33        1        3   33.775        1
  10       20       33        1      3.5   34.641        1
  10       20       36        1        3   35.507        1
  10       20       36        1      3.5  36.3731        1
  10       20       36        1        3  37.2391        1
  10       20       36        1      3.5  38.1051        1
  10       20       36        1        3  38.9711        1
  10       20       36        1      3.5  39.8372        1
  10       20       36        1        3  40.7032        1
  10       20       36        1      3.5  41.5692        1
  10       20       36        1        3  42.4352        1
  10       20       36        1      3.5  43.3013        1
  10       20       36        1        3  44.1673        1
  10       20       36        1      3.5  45.0333        1
  10       20       36        1        3  45.8993        1
  10       20       36        1      3.5  46.7654        1
  10       20       36        1        3  47.6314        1
  10       20       36        1      3.5  48.4974        1
  10       20       36        1        3  49.3634        1
  10       20       36        1      3.5  50.2295        1
  10       20       36        1        3  51.0955        1
  10       20       36        1      3.5  51.9615        1
  10       20       33        1        3  52.8275        1
  10       20       33        1      3.5  53.6936        1
  10       20       33        1        3  54.5596        1
  10       20       33        1      3.5  55.4256        1
  10       20       33        1        3  56.2917        1
  10       20       33        1      3.5  57.1577        1
  10       20       33        1        3  58.0237        1
  10       20       33        1      3.5  58.8897        1
  10       20       33        1        3  59.7558        1
  10       20       33        1      3.5  60.6218        1
  10       20       33        1        3  61.4878        1
  10       20       33        1      3.5  62.3538        1
  10       20       33        1        3  63.2199        1
  10       20       33        1      3.5  64.0859        1
  10       20       33        1        3  64.9519        1
  10       20       33        1      3.5  65.8179        1
  10       20       33        1        3   66.684        1
  10       20       33        1      3.5    67.55        1
  10       20       33        1        3   68.416        1
  10       20       33        1      3.5   69.282        1
  10       20       36        1        3  70.1481        1
  10       20       36        1      3.5  71.0141        1
  10       20       36        1        3  71.8801        1
  10       20       36        1      3.5  72.7461        1
  10       20       36        1        3  73.6122        1
  10       20       36        1      3.5  74.4782        1
  10       20       36        1        3  75.3442        1
  10       20       36        1      3.5  76.2102        1
  10       20       36        1        3  77.0763        1
  10       20       36        1      3.5  77.9423        1
  10       20       36        1        3  78.8083        1
  10       20       36        1      3.5  79.6743        1
  10       20       36        1        3  80.5404        1
  10       20       36        1      3.5  81.4064        1
  10       20       36        1        3  82.2724        1
  10       20       36        1      3.5  83.1384        1
  10       20       36        1        3  84.0045        1
  10       20       36        1      3.5  84.8705        1
  10       20       36        1        3  85.7365        1
  10       20       36        1      3.5  86.6025        1
  10       20       36        1        4 0.866025        1
  10       20       36        1      4.5  1.73205        1
  10       20       36        1        4  2.59808        1
  10       20       36        1      4.5   3.4641        1
  10       20       36        1        4  4.33013        1
  10       20       36        1      4.5  5.19615        1
  10       20       36        1        4  6.06218        1
  10       20       36        1      4.5   6.9282        1
  10       20       36        1        4  7.79423        1
  10       20       36        1      4.5  8.66025        1
  10       20       36        1        4  9.52628        1
  10       20       36        1      4.5  10.3923        1
  10       20       36        1        4  11.2583        1
  10       20       36        1      4.5  12.1244        1
  10       20       36        1        4  12.9904        1
  10       20       36        1      4.5  13.8564        1
  10       20       36        1        4  14.7224        1
  10       20       36        1      4.5  15.5885        1
  10       20       36        1        4  16.4545        1
  10       20       36        1      4.5  17.3205        1
  10       20       33        1        4  18.1865        1
  10       20       33        1      4.5  19.0526        1
  10       20       33        1        4  19.9186        1
  10       20       33        1      4.5  20.7846        1
  10       20       33        1        4  21.6506        1
  10       20       33        1      4.5  22.5167        1
  10       20       33        1        4  23.3827        1
  10       20       33        1      4.5  24.2487        1
  10       20       33        1        4  25.1147        1
  10       20       33        1      4.5  25.9808        1
  10       20       33        1        4  26.8468        1
  10       20       33        1      4.5  27.7128        1
  10       20       33        1        4  28.5788        1
  10       20       33        1      4.5  29.4449        1
  10       20       33        1        4  30.3109        1
  10       20       33        1      4.5  31.1769        1
  10       20       33        1        4  32.0429        1
  10       20       33        1      4.5   32.909        1
  10       20       33        1        4   33.775        1
  10       20       33        1      4.5   34.641        1
  10       20       36        1        4   35.507        1
  10       20       36        1      4.5  36.3731        1
  10       20       36        1        4  37.2391        1
  10       20       36        1      4.5  38.1051        1
  10       20       36        1        4  38.9711        1
  10       20       36        1      4.5  39.8372        1
  10       20       36        1        4  40.7032        1
  10       20       36        1      4.5  41.5692        1
  10       20       36        1        4  42.4352        1
  10       20       36        1      4.5  43.3013        1
  10       20       36        1        4  44.1673        1
  10       20       36        1      4.5  45.0333        1
  10       20       36        1        4  45.8993        1
  10       20       36        1      4.5  46.7654        1
  10       20       36        1        4  47.6314        1
  10       20       36        1      4.5  48.4974        1
  10       20       36        1        4  49.3634        1
  10       20       36        1      4.5  50.2295        1
  10       20       36        1        4  51.0955        1
  10       20       36        1      4.5  51.9615        1
  10       20       33        1        4  52.8275        1
  10       20       33        1      4.5  53.6936        1
  10       20       33        1        4  54.5596        1
  10       20       33        1      4.5  55.4256        1
  10       20       33        1        4  56.2917        1
  10       20       33        1      4.5  57.1577        1
  10       20       33        1        4  58.0237        1
  10       20       33        1      4.5  58.8897        1
  10       20       33        1        4  59.7558        1
  10       20       33        1      4.5  60.6218        1
  10       20       33        1        4  61.4878        1
  10       20       33        1      4.5  62.3538        1
  10       20       33        1        4  63.2199        1
  10       20       33        1      4.5  64.0859        1
  10       20       33        1        4  64.9519        1
  10       20       33        1      4.5  65.8179        1
  10       20       33        1        4   66.684        1
  10       20       33        1      4.5    67.55        1
  10       20       33        1        4   68.416        1
  10       20       33        1      4.5   69.282        1
  10       20       36        1        4  70.1481        1
  10       20       36        1      4.5  71.0141        1
  10       20       36        1        4  71.8801        1
  10       20       36        1      4.5  72.7461        1
  10       20       36        1        4  73.6122        1
  10       20       36        1      4.5  74.4782        1
  10       20       36        1        4  75.3442        1
  10       20       36        1      4.5  76.2102        1
  10       20       36        1        4  77.0763        1
  10       20       36        1      4.5  77.9423        1
  10       20       36        1        4  78.8083        1
  10       20       36        1      4.5  79.6743        1
  10       20       36        1        4  80.5404        1
  10       20       36        1      4.5  81.4064        1
  10       20       36        1        4  82.2724        1
  10       20       36        1      4.5  83.1384        1
  10       20       36        1        4  84.0045        1
  10       20       36        1      4.5  84.8705        1
  10       20       36        1        4  85.7365        1
  10       20       36        1      4.5  86.6025        1
  10       20       36        1        5 0.866025        1
  10       20       36        1      5.5  1.73205        1
  10       20       36        1        5  2.59808        1
  10       20       36        1      5.5   3.4641        1
  10       20       36        1        5  4.33013        1
  10       20       36        1      5.5  5.19615        1
  10       20       36        1        5  6.06218        1
  10       20       36        1      5.5   6.9282        1
  10       20       36        1        5  7.79423        1
  10       20       36        1      5.5  8.66025        1
  10       20       36        1        5  9.52628        1
  10       20       36        1      5.5  10.3923        1
  10       20       36        1        5  11.2583        1
  10       20       36        1      5.5  12.1244        1
  10       20       36        1        5  12.9904        1
  10       20       36        1      5.5  13.8564        1
  10       20       36        1        5  14.7224        1
  10       20       36        1      5.5  15.5885        1
  10       20       36        1        5  16.4545        1
  10       20       36        1      5.5  17.3205        1
  10       20       33        1        5  18.1865        1
  10       20       33        1      5.5  19.0526        1
  10       20       33        1        5  19.9186        1
  10       20       33        1      5.5  20.7846        1
  10       20       33        1        5  21.6506        1
  10       20       33        1      5.5  22.5167        1
  10       20       33        1        5  23.3827        1
  10       20       33        1      5.5  24.2487        1
  10       20       33        1        5  25.1147        1
  10       20       33        1      5.5  25.9808        1
  10       20       33        1        5  26.8468        1
  10       20       33        1      5.5  27.7128        1
  10       20       33        1        5  28.5788        1
  10       20       33        1      5.5  29.4449        1
  10       20       33        1        5  30.3109        1
  10       20       33        1      5.5  31.1769        1
  10       20       33        1        5  32.0429        1
  10       20       33        1      5.5   32.909        1
  10       20       33        1        5   33.775        1
  10       20       33        1      5.5   34.641        1
  10       20       36        1        5   35.507        1
  10       20       36        1      5.5  36.3731        1
  10       20       36        1        5  37.2391        1
  10       20       36        1      5.5  38.1051        1
  10       20       36        1        5  38.9711        1
  10       20       36        1      5.5  39.8372        1
  10       20       36        1        5  40.7032        1
  10       20       36        1      5.5  41.5692        1
  10       20       36        1        5  42.4352        1
  10       20       36        1      5.5  43.3013        1
  10       20       36        1        5  44.1673        1
  10       20       36        1      5.5  45.0333        1
  10       20       36        1        5  45.8993        1
  10       20       36        1      5.5  46.7654        1
  10       20       36        1        5  47.6314        1
  10       20       36        1      5.5  48.4974        1
  10       20       36        1        5  49.3634        1
  10       20       36        1      5.5  50.2295        1
  10       20       36        1        5  51.0955        1
  10       20       36        1      5.5  51.9615        1
  10       20       33        1        5  52.8275        1
  10       20       33        1      5.5  53.6936        1
  10       20       33        1        5  54.5596        1
  10       20       33        1      5.5  55.4256        1
  10       20       33        1        5  56.2917        1
  10       20       33        1      5.5  57.1577        1
  10       20       33        1        5  58.0237        1
  10       20       33        1      5.5  58.8897        1
  10       20       33        1        5  59.7558        1
  10       20       33        1      5.5  60.6218        1
  10       20       33        1        5  61.4878        1
  10       20       33        1      5.5  62.3538        1
  10       20       33        1        5  63.2199        1
  10       20       33        1      5.5  64.0859        1
  10       20       33        1        5  64.9519        1
  10       20       33        1      5.5  65.8179        1
  10       20       33        1        5   66.684        1
  10       20       33        1      5.5    67.55        1
  10       20       33        1        5   68.416        1
  10       20       33        1      5.5   69.282        1
  10       20       36        1        5  70.1481        1
  10       20       36        1      5.5  71.0141        1
  10       20       36        1        5  71.8801        1
  10       20       36        1      5.5  72.7461        1
  10       20       36        1        5  73.6122        1
  10       20       36        1      5.5  74.4782        1
  10       20       36        1        5  75.3442        1
  10       20       36        1      5.5  76.2102        1
  10       20       36        1        5  77.0763        1
  10       20       36        1      5.5  77.9423        1
  10       20       36        1        5  78.8083        1
  10       20       36        1      5.5  79.6743        1
  10       20       36        1        5  80.5404        1
  10       20       36        1      5.5  81.4064        1
  10       20       36        1        5  82.2724        1
  10       20       36        1      5.5  83.1384        1
  10       20       36        1        5  84.0045        1
  10       20       36        1      5.5  84.8705        1
  10       20       36        1        5  85.7365        1
  10       20       36        1      5.5  86.6025        1
  10       20       36        1        6 0.866025        1
  10       20       36        1      6.5  1.73205        1
  10       20       36        1        6  2.59808        1
  10       20       36        1      6.5   3.4641        1
  10       20       36        1        6  4.33013        1
  10       20       36        1      6.5  5.19615        1
  10       20       36        1        6  6.06218        1
  10       20       36        1      6.5   6.9282        1
  10       20       36        1        6  7.79423        1
  10       20       36        1      6.5  8.66025        1
  10       20       36        1        6  9.52628        1
  10       20       36        1      6.5  10.3923        1
  10       20       36        1        6  11.2583        1
  10       20       36        1      6.5  12.1244        1
  10       20       36        1        6  12.9904        1
  10       20       36        1      6.5  13.8564        1
  10       20       36        1        6  14.7224        1
  10       20       36        1      6.5  15.5885        1
  10       20       36        1        6  16.4545        1
  10       20       36        1      6.5  17.3205        1
  10       20       33        1        6  18.1865        1
  10       20       33        1      6.5  19.0526        1
  10       20       33        1        6  19.9186        1
  10       20       33        1      6.5  20.7846        1
  10       20       33        1        6  21.6506        1
  10       20       33        1      6.5  22.5167        1
  10       20       33        1        6  23.3827        1
  10       20       33        1      6.5  24.2487        1
  10       20       33        1        6  25.1147        1
  10       20       33        1      6.5  25.9808        1
  10       20       33        1        6  26.8468        1
  10       20       33        1      6.5  27.7128        1
  10       20       33        1        6  28.5788        1
  10       20       33        1      6.5  29.4449        1
  10       20       33        1        6  30.3109        1
  10       20       33        1      6.5  31.1769        1
  10       20       33        1        6  32.0429        1
  10       20       33        1      6.5   32.909        1
  10       20       33        1        6   33.775        1
  10       20       33        1      6.5   34.641        1
  10       20       36        1        6   35.507        1
  10       20       36        1      6.5  36.3731        1
  10       20       36        1        6  37.2391        1
  10       20       36        1      6.5  38.1051        1
  10       20       36        1        6  38.9711        1
  10       20       36        1      6.5  39.8372        1
  10       20       36        1        6  40.7032        1
  10       20       36        1      6.5  41.5692        1
  10       20       36        1        6  42.4352        1
  10       20       36        1      6.5  43.3013        1
  10       20       36        1        6  44.1673        1
  10       20       36        1      6.5  45.0333        1
  10       20       36        1        6  45.8993        1
  10       20       36        1      6.5  46.7654        1
  10       20       36        1        6  47.6314        1
  10       20       36        1      6.5  48.4974        1
  10       20       36        1        6  49.3634        1
  10       20       36        1      6.5  50.2295        1
  10       20       36        1        6  51.0955        1
  10       20       36        1      6.5  51.9615        1
  10       20       33        1        6  52.8275        1
  10       20       33        1      6.5  53.6936        1
  10       20       33        1        6  54.5596        1
  10       20       33        1      6.5  55.4256        1
  10       20       33        1        6  56.2917        1
  10       20       33        1      6.5  57.1577        1
  10       20       33        1        6  58.0237        1
  10       20       33        1      6.5  58.8897        1
  10       20       33        1        6  59.7558        1
  10       20       33        1      6.5  60.6218        1
  10       20       33        1        6  61.4878        1
  10       20       33        1      6.5  62.3538        1
  10       20       33        1        6  63.2199        1
  10       20       33        1      6.5  64.0859        1
  10       20       33        1        6  64.9519        1
  10       20       33        1      6.5  65.8179        1
  10       20       33        1        6   66.684        1
  10       20       33        1      6.5    67.55        1
  10       20       33        1        6   68.416        1
  10       20       33        1      6.5   69.282        1
  10       20       36        1        6  70.1481        1
  10       20       36        1      6.5  71.0141        1
  10       20       36        1        6  71.8801        1
  10       20       36        1      6.5  72.7461        1
  10       20       36        1        6  73.6122        1
  10       20       36        1      6.5  74.4782        1
  10       20       36        1        6  75.3442        1
  10       20       36        1      6.5  76.2102        1
  10       20       36        1        6  77.0763        1
  10       20       36        1      6.5  77.9423        1
  10       20       36        1        6  78.8083        1
  10       20       36        1      6.5  79.6743        1
  10       20       36        1        6  80.5404        1
  10       20       36        1      6.5  81.4064        1
  10       20       36        1        6  82.2724        1
  10       20       36        1      6.5  83.1384        1
  10       20       36        1        6  84.0045        1
  10       20       36        1      6.5  84.8705        1
  10       20       36        1        6  85.7365        1
  10       20       36        1      6.5  86.6025        1
  10       20       36        1        7 0.866025        1
  10       20       36        1      7.5  1.73205        1
  10       20       36        1        7  2.59808        1
  10       20       36        1      7.5   3.4641        1
  10       20       36        1        7  4.33013        1
  10       20       36        1      7.5  5.19615        1
  10       20       36        1        7  6.06218        1
  10       20       36        1      7.5   6.9282        1
  10       20       36        1        7  7.79423        1
  10       20       36        1      7.5  8.66025        1
  10       20       36        1        7  9.52628        1
  10       20       36        1      7.5  10.3923        1
  10       20       36        1        7  11.2583        1
  10       20       36        1      7.5  12.1244        1
  10       20       36        1        7  12.9904        1
  10       20       36        1      7.5  13.8564        1
  10       20       36        1        7  14.7224        1
  10       20       36        1      7.5  15.5885        1
  10       20       36        1        7  16.4545        1
  10       20       36        1      7.5  17.3205        1
  10       20       33        1        7  18.1865        1
  10       20       33        1      7.5  19.0526        1
  10       20       33        1        7  19.9186        1
  10       20       33        1      7.5  20.7846        1
  10       20       33        1        7  21.6506        1
  10       20       33        1      7.5  22.5167        1
  10       20       33        1        7  23.3827        1
  10       20       33        1      7.5  24.2487        1
  10       20       33        1        7  25.1147        1
  10       20       33        1      7.5  25.9808        1
  10       20       33        1        7  26.8468        1
  10       20       33        1      7.5  27.7128        1
  10       20       33        1        7  28.5788        1
  10       20       33        1      7.5  29.4449        1
  10       20       33        1        7  30.3109        1
  10       20       33        1      7.5  31.1769        1
  10       20       33        1        7  32.0429        1
  10       20       33        1      7.5   32.909        1
  10       20       33        1        7   33.775        1
  10       20       33        1      7.5   34.641        1
  10       20       36        1        7   35.507        1
  10       20       36        1      7.5  36.3731        1
  10       20       36        1        7  37.2391        1
  10       20       36        1      7.5  38.1051        1
  10       20       36        1        7  38.9711        1
  10       20       36        1      7.5  39.8372        1
  10       20       36        1        7  40.7032        1
  10       20       36        1      7.5  41.5692        1
  10       20       36        1        7  42.4352        1
  10       20       36        1      7.5  43.3013        1
  10       20       36        1        7  44.1673        1
  10       20       36        1      7.5  45.0333        1
  10       20       36        1        7  45.8993        1
  10       20       36        1      7.5  46.7654        1
  10       20       36        1        7  47.6314        1
  10       20       36        1      7.5  48.4974        1
  10       20       36        1        7  49.3634        1
  10       20       36        1      7.5  50.2295        1
  10       20       36        1        7  51.0955        1
  10       20       36        1      7.5  51.9615        1
  10       20       33        1        7  52.8275        1
  10       20       33        1      7.5  53.6936        1
  10       20       33        1        7  54.5596        1
  10       20       33        1      7.5  55.4256        1
  10       20       33        1        7  56.2917        1
  10       20       33        1      7.5  57.1577        1
  10       20       33        1        7  58.0237        1
  10       20       33        1      7.5  58.8897        1
  10       20       33        1        7  59.7558        1
  10       20       33        1      7.5  60.6218        1
  10       20       33        1        7  61.4878        1
  10       20       33        1      7.5  62.3538        1
  10       20       33        1        7  63.2199        1
  10       20       33        1      7.5  64.0859        1
  10       20       33        1        7  64.9519        1
  10       20       33        1      7.5  65.8179        1
  10       20       33        1        7   66.684        1
  10       20       33        1      7.5    67.55        1
  10       20       33        1        7   68.416        1
  10       20       33        1      7.5   69.282        1
  10       20       36        1        7  70.1481        1
  10       20       36        1      7.5  71.0141        1
  10       20       36        1        7  71.8801        1
  10       20       36        1      7.5  72.7461        1
  10       20       36        1        7  73.6122        1
  10       20       36        1      7.5  74.4782        1
  10       20       36        1        7  75.3442        1
  10       20       36        1      7.5  76.2102        1
  10       20       36        1        7  77.0763        1
  10       20       36        1      7.5  77.9423        1
  10       20       36        1        7  78.8083        1
  10       20       36        1      7.5  79.6743        1
  10       20       36        1        7  80.5404        1
  10       20       36        1      7.5  81.4064        1
  10       20       36        1        7  82.2724        1
  10       20       36        1      7.5  83.1384        1
  10       20       36        1        7  84.0045        1
  10       20       36        1      7.5  84.8705        1
  10       20       36        1        7  85.7365        1
  10       20       36        1      7.5  86.6025        1
  10       20       36        1        8 0.866025        1
  10       20       36        1      8.5  1.73205        1
  10       20       36        1        8  2.59808        1
  10       20       36        1      8.5   3.4641        1
  10       20       36        1        8  4.33013        1
  10       20       36        1      8.5  5.19615        1
  10       20       36        1        8  6.06218        1
  10       20       36        1      8.5   6.9282        1
  10       20       36        1        8  7.79423        1
  10       20       36        1      8.5  8.66025        1
  10       20       36        1        8  9.52628        1
  10       20       36        1      8.5  10.3923        1
  10       20       36        1        8  11.2583        1
  10       20       36        1      8.5  12.1244        1
  10       20       36        1        8  12.9904        1
  10       20       36        1      8.5  13.8564        1
  10       20       36        1        8  14.7224        1
  10       20       36        1      8.5  15.5885        1
  10       20       36        1        8  16.4545        1
  10       20       36        1      8.5  17.3205        1
  10       20       33        1        8  18.1865        1
  10       20       33        1      8.5  19.0526        1
  10       20       33        1        8  19.9186        1
  10       20       33        1      8.5  20.7846        1
  10       20       33        1        8  21.6506        1
  10       20       33        1      8.5  22.5167        1
  10       20       33        1        8  23.3827        1
  10       20       33        1      8.5  24.2487        1
  10       20       33        1        8  25.1147        1
  10       20       33        1      8.5  25.9808        1
  10       20       33        1        8  26.8468        1
  10       20       33        1      8.5  27.7128        1
  10       20       33        1        8  28.5788        1
  10       20       33        1      8.5  29.4449        1
  10       20       33        1        8  30.3109        1
  10       20       33        1      8.5  31.1769        1
  10       20       33        1        8  32.0429        1
