   phi1      Phi     phi2    phase        x        y       ci
7.12568  17.5681  28.5131        1        1  52.8275        1
8.36866  17.8836  30.2479        1      1.5  53.6936        1
8.38132  19.0059  28.1686        1        1  54.5596        1
8.64904  18.6635  28.7888        1      1.5  55.4256        1
9.24218  19.6314  29.3758        1        1  56.2917        1
10.2261  20.6403  29.5721        1      1.5  57.1577        1
10.0618  20.4266  30.6626        1        1  58.0237        1
11.4916  21.3832   31.473        1      1.5  58.8897        1
11.5076   20.897    31.67        1        1  59.7558        1
12.9816  22.5419  31.8996        1      1.5  60.6218        1
12.9759  23.2722  31.8419        1        1  61.4878        1
13.0711  24.2002  32.3221        1      1.5  62.3538        1
12.4348  23.1982  34.6361        1        1  63.2199        1
 13.827   24.301  33.8762        1      1.5  64.0859        1
13.9603  23.0775   33.272        1        1  64.9519        1
13.4409   24.523  33.7472        1      1.5  65.8179        1
14.0911  23.5164  32.2439        1        1   66.684        1
12.7089  23.9125  32.4494        1      1.5    67.55        1
11.8031   21.926   32.234        1        1   68.416        1
12.2441  22.2434  32.2237        1      1.5   69.282        1
12.5817   21.831  31.9232        1        1  70.1481        1
12.5544  21.2907  31.6941        1      1.5  71.0141        1
 10.673  21.8441  30.7358        1        1  71.8801        1
 11.143  19.5724  30.5365        1      1.5  72.7461        1
10.5054  19.1266  29.6415        1        1  73.6122        1
9.74223  19.1252  29.5515        1      1.5  74.4782        1
8.59068  18.7335  28.2087        1        1  75.3442        1
 8.6261  18.9047  29.4603        1      1.5  76.2102        1
8.00763  17.8103   27.653        1        1  77.0763        1
7.34075  17.5496  27.1939        1      1.5  77.9423        1
7.78149  18.6859  28.4862        1        1  78.8083        1
7.57298  18.9256  27.6525        1      1.5  79.6743        1
7.94454  17.0493  27.6067        1        1  80.5404        1
 7.6431  18.6573  27.6368        1      1.5  81.4064        1
7.27052  18.4359  28.2066        1        1  82.2724        1
8.92778  18.5784  28.1551        1      1.5  83.1384        1
9.83042  18.5624  28.8813        1        1  84.0045        1
9.73808  19.0037  29.6462        1      1.5  84.8705        1
9.85777  19.2225  30.4645        1        1  85.7365        1
11.0143  21.1052  30.6443        1      1.5  86.6025        1
11.9293  21.2822    31.92        1        2 0.866025        1
12.3894  22.8356  32.7735        1      2.5  1.73205        1
11.5094  22.3472  32.7796        1        2  2.59808        1
13.5394  23.2796  33.7249        1      2.5   3.4641        1
13.1938  24.1685  33.4533        1        2  4.33013        1
 13.651  24.4895  34.3753        1      2.5  5.19615        1
14.4507  24.0356  33.8674        1        2  6.06218        1
14.0327  24.4929  33.9558        1      2.5   6.9282        1
13.8886  24.2862  34.5896        1        2  7.79423        1
14.8234  24.3399  34.1941        1      2.5  8.66025        1
13.5633  23.9079  34.5811        1        2  9.52628        1
13.7125  23.4119  33.0225        1      2.5  10.3923        1
12.6373  22.9105  32.9772        1        2  11.2583        1
13.3863  22.1394  32.7257        1      2.5  12.1244        1
 13.141  21.5176  31.4964        1        2  12.9904        1
12.2135  21.9846  31.3631        1      2.5  13.8564        1
11.3638  20.6073   30.847        1        2  14.7224        1
10.2819  20.9476   31.483        1      2.5  15.5885        1
10.1661  19.5442  30.7484        1        2  16.4545        1
9.39955   19.814   30.034        1      2.5  17.3205        1
9.66402  18.2475  29.3915        1        2  18.1865        1
9.11366  18.5022  28.4417        1      2.5  19.0526        1
 7.7385  18.8036  28.6891        1        2  19.9186        1
8.63802  18.6152  28.6298        1      2.5  20.7846        1
7.53548  17.6569  28.7281        1        2  21.6506        1
9.45555  18.2321  28.0786        1      2.5  22.5167        1
8.99922  18.3656  29.0679        1        2  23.3827        1
8.66948  18.2485   28.536        1      2.5  24.2487        1
8.25122  19.1662  29.1776        1        2  25.1147        1
9.18343  19.1251  28.9447        1      2.5  25.9808        1
9.94794  19.5254  29.3053        1        2  26.8468        1
10.9276  19.9748  30.9639        1      2.5  27.7128        1
10.0526  20.9412  31.2007        1        2  28.5788        1
11.8988  22.1852  30.9293        1      2.5  29.4449        1
12.5217  22.1811   32.447        1        2  30.3109        1
13.2178  23.5564  33.5573        1      2.5  31.1769        1
13.5656  22.8024  33.9732        1        2  32.0429        1
13.4883  23.9159  34.1987        1      2.5   32.909        1
12.9554   24.085  33.2259        1        2   33.775        1
 14.293  24.1993  34.7792        1      2.5   34.641        1
13.9003  23.6219  34.5204        1        2   35.507        1
14.5972  24.7826  32.9575        1      2.5  36.3731        1
13.8019  24.8576  34.3197        1        2  37.2391        1
13.9255  23.5226  35.3221        1      2.5  38.1051        1
13.7382  23.9117  33.7907        1        2  38.9711        1
14.1625  23.0188  33.5122        1      2.5  39.8372        1
12.3295  22.5403  32.9258        1        2  40.7032        1
12.1135  21.6783  32.0457        1      2.5  41.5692        1
11.5843  21.7082   30.038        1        2  42.4352        1
11.3205  20.7003  30.9598        1      2.5  43.3013        1
10.4284  20.4099  30.3742        1        2  44.1673        1
9.78287  19.7157  31.2252        1      2.5  45.0333        1
9.29391  19.9695  29.6352        1        2  45.8993        1
9.15267  19.2686   28.853        1      2.5  46.7654        1
8.60393  19.5144  28.7227        1        2  47.6314        1
8.11793  18.3096  28.1047        1      2.5  48.4974        1
9.55967  18.1645  28.6789        1        2  49.3634        1
7.88702  18.7813  27.7028        1      2.5  50.2295        1
7.79206  18.1416   27.709        1        2  51.0955        1
8.55235  18.2798  28.2185        1      2.5  51.9615        1
7.96625  18.0937  28.4057        1        2  52.8275        1
9.37976  20.2735  28.7351        1      2.5  53.6936        1
9.95578  19.5625  29.6112        1        2  54.5596        1
9.84192  19.7155  29.9198        1      2.5  55.4256        1
10.2647  20.2766  30.2833        1        2  56.2917        1
11.4119  20.2489  30.7753        1      2.5  57.1577        1
11.8487  20.7215  31.0466        1        2  58.0237        1
13.2564  21.6009  32.8329        1      2.5  58.8897        1
11.4554  22.4603  33.4603        1        2  59.7558        1
13.5539  23.5859  34.0534        1      2.5  60.6218        1
13.0568  23.8437  32.1838        1        2  61.4878        1
13.8893  24.3101  33.8256        1      2.5  62.3538        1
14.3327  23.8574  33.3928        1        2  63.2199        1
14.4943   23.662  34.8237        1      2.5  64.0859        1
13.6875  23.6173  32.9725        1        2  64.9519        1
14.4381  25.0963  34.5318        1      2.5  65.8179        1
13.8206  23.3672   34.314        1        2   66.684        1
13.8226  23.8429  33.3893        1      2.5    67.55        1
12.8476  24.4986  33.1782        1        2   68.416        1
 13.725  22.4965  33.6536        1      2.5   69.282        1
12.7152  22.1392  32.0009        1        2  70.1481        1
11.5952  21.8127  31.8364        1      2.5  71.0141        1
11.1771  22.2542  32.0034        1        2  71.8801        1
11.7285  20.8394  30.9019        1      2.5  72.7461        1
9.91572  20.0524  31.1627        1        2  73.6122        1
9.51617  19.8925  29.9522        1      2.5  74.4782        1
8.22312  18.4943  29.2842        1        2  75.3442        1
9.43147  18.3845  28.4014        1      2.5  76.2102        1
9.04792  19.2415  28.1446        1        2  77.0763        1
9.38517   18.258   29.194        1      2.5  77.9423        1
7.80028  17.3153  27.2697        1        2  78.8083        1
8.13349  19.4205  28.3868        1      2.5  79.6743        1
9.10864  18.5775  28.3405        1        2  80.5404        1
8.83076  19.2654  28.9987        1      2.5  81.4064        1
9.18145  19.4948  28.8681        1        2  82.2724        1
9.19108  19.3096  30.1481        1      2.5  83.1384        1
9.46694  19.5863  29.8914        1        2  84.0045        1
10.8862  20.3485  30.7564        1      2.5  84.8705        1
10.8487  20.7592  31.0408        1        2  85.7365        1
11.3114  20.7578  31.6341        1      2.5  86.6025        1
12.4566  22.4589  32.9636        1        3 0.866025        1
12.3472  22.4091  32.2247        1      3.5  1.73205        1
13.1978  21.9531   32.535        1        3  2.59808        1
14.3264  24.2305  33.1304        1      3.5   3.4641        1
14.4026  23.6388  34.2065        1        3  4.33013        1
15.1163  23.9992  34.7185        1      3.5  5.19615        1
14.7276    23.18  34.2664        1        3  6.06218        1
15.1321  23.8067  36.1318        1      3.5   6.9282        1
15.4297   24.139  35.5381        1        3  7.79423        1
14.2142  24.5801  34.9229        1      3.5  8.66025        1
14.3257  23.5437  34.1753        1        3  9.52628        1
14.8889  24.0706  34.8725        1      3.5  10.3923        1
13.5477  23.3748  33.5445        1        3  11.2583        1
13.2007  22.7205  33.2975        1      3.5  12.1244        1
11.9462  22.7896  33.0796        1        3  12.9904        1
12.1479  22.1302  32.1465        1      3.5  13.8564        1
11.9537  21.5711  30.7483        1        3  14.7224        1
10.6769  21.3932  30.7381        1      3.5  15.5885        1
11.5219  20.2804  30.3485        1        3  16.4545        1
11.0881  19.5882  30.3038        1      3.5  17.3205        1
9.39623  19.3006  29.6512        1        3  18.1865        1
 9.7344  19.1031  28.9757        1      3.5  19.0526        1
9.24915  18.8242  28.2911        1        3  19.9186        1
 8.4927    18.96  28.8061        1      3.5  20.7846        1
7.46984  18.8914  28.8036        1        3  21.6506        1
7.93565  19.3741  28.7468        1      3.5  22.5167        1
 8.4379   19.278  29.5696        1        3  23.3827        1
9.00039  19.2767  29.5124        1      3.5  24.2487        1
8.82553  19.2026  28.7561        1        3  25.1147        1
9.10477  19.3364  30.2168        1      3.5  25.9808        1
10.0164  21.1736  30.2662        1        3  26.8468        1
11.2528  20.4361   31.374        1      3.5  27.7128        1
12.1868  21.2106  32.2054        1        3  28.5788        1
11.8675  22.1152  32.0787        1      3.5  29.4449        1
 12.507  22.3798  32.9797        1        3  30.3109        1
 12.995  23.2894  33.8887        1      3.5  31.1769        1
13.0786   23.888  33.7357        1        3  32.0429        1
14.5786  25.0892  33.9376        1      3.5   32.909        1
13.9723  24.4755  34.2687        1        3   33.775        1
14.1214  25.3143  34.9889        1      3.5   34.641        1
15.4563  24.9512  34.6165        1        3   35.507        1
15.1443  24.3175  34.7832        1      3.5  36.3731        1
14.4674  24.7757  34.8743        1        3  37.2391        1
14.4013  25.1243  34.3195        1      3.5  38.1051        1
14.2752  23.6773  33.9684        1        3  38.9711        1
13.7254  23.6214  34.0114        1      3.5  39.8372        1
13.4112   23.112  33.3762        1        3  40.7032        1
 13.049  22.5075  33.6509        1      3.5  41.5692        1
12.0314  22.5388  32.1233        1        3  42.4352        1
11.3534  22.4574  31.4092        1      3.5  43.3013        1
12.1601  20.1351  31.0895        1        3  44.1673        1
10.2685  21.1034  31.0368        1      3.5  45.0333        1
10.1209  19.5236  30.2221        1        3  45.8993        1
9.38316  20.0673  29.1377        1      3.5  46.7654        1
8.98359  19.0593   29.115        1        3  47.6314        1
9.10477  19.0331  29.3595        1      3.5  48.4974        1
8.94254  19.0073  27.8947        1        3  49.3634        1
9.62184  18.2397  27.7906        1      3.5  50.2295        1
8.40478  18.5513  29.2782        1        3  51.0955        1
8.67181  18.1367  29.0303        1      3.5  51.9615        1
8.60875  18.7827  28.2906        1        3  52.8275        1
9.22645   19.345  29.1939        1      3.5  53.6936        1
9.60278  20.1298  29.7503        1        3  54.5596        1
10.7042  20.0958  30.9507        1      3.5  55.4256        1
  10.55  21.2039  29.7492        1        3  56.2917        1
11.5399  20.7125  31.6472        1      3.5  57.1577        1
11.5365  22.7834   31.463        1        3  58.0237        1
12.7509  22.5258    33.18        1      3.5  58.8897        1
12.7645  23.1999  33.2105        1        3  59.7558        1
13.3306  23.1073  33.3366        1      3.5  60.6218        1
14.2787  24.1751  34.0728        1        3  61.4878        1
14.4002  24.6097  35.5819        1      3.5  62.3538        1
14.9597  24.2249  33.5593        1        3  63.2199        1
15.1736  25.0434  34.8154        1      3.5  64.0859        1
15.2495  24.1297  34.3006        1        3  64.9519        1
15.6234  25.4045  35.3217        1      3.5  65.8179        1
13.8407  23.6486  34.0124        1        3   66.684        1
14.2234  24.1368  34.3233        1      3.5    67.55        1
13.9334  24.1093   33.477        1        3   68.416        1
13.4971  23.3811  33.9252        1      3.5   69.282        1
13.1949  22.6993  32.7795        1        3  70.1481        1
12.0694  23.1694  32.4282        1      3.5  71.0141        1
11.7905   21.651  32.1523        1        3  71.8801        1
12.6603  21.4031  31.6162        1      3.5  72.7461        1
 10.827   20.001  30.3064        1        3  73.6122        1
10.2368  20.7934  29.5841        1      3.5  74.4782        1
10.3931  19.5841   29.718        1        3  75.3442        1
10.2406  20.2068  28.7496        1      3.5  76.2102        1
9.44569  19.4763  28.4985        1        3  77.0763        1
9.42225  19.6197   28.261        1      3.5  77.9423        1
10.2029  18.7285  28.7287        1        3  78.8083        1
8.97848  18.8891  28.6085        1      3.5  79.6743        1
8.98224  18.9733  28.7274        1        3  80.5404        1
9.32509  19.1721  29.5055        1      3.5  81.4064        1
9.51056   18.985  28.8655        1        3  82.2724        1
 9.5984  19.7348  29.1418        1      3.5  83.1384        1
10.6924  19.7871  29.8367        1        3  84.0045        1
10.9501  21.2348  30.3077        1      3.5  84.8705        1
11.1185  20.9459  31.8251        1        3  85.7365        1
12.1099  22.9895  31.5554        1      3.5  86.6025        1
 12.944   22.799  33.9358        1        4 0.866025        1
13.5035  22.4561  33.6228        1      4.5  1.73205        1
13.3806  24.2664  33.1176        1        4  2.59808        1
14.1623  24.7172   34.532        1      4.5   3.4641        1
14.8893  24.9487  34.5059        1        4  4.33013        1
15.4359  24.7882  35.0381        1      4.5  5.19615        1
15.6646  25.6067   34.582        1        4  6.06218        1
15.5161  25.6195  35.3884        1      4.5   6.9282        1
14.6549   25.377  35.2796        1        4  7.79423        1
 15.544  25.4598   35.263        1      4.5  8.66025        1
15.0083  24.6815  34.3123        1        4  9.52628        1
15.1926  24.3152  34.4445        1      4.5  10.3923        1
14.2963  24.2722  33.9819        1        4  11.2583        1
13.4179  23.4307  33.7535        1      4.5  12.1244        1
13.4552  23.2081  32.6747        1        4  12.9904        1
13.5423  23.0277  32.1493        1      4.5  13.8564        1
12.4765  22.1603  31.2616        1        4  14.7224        1
 12.251  21.4098  31.8701        1      4.5  15.5885        1
10.4819  20.5495  30.8089        1        4  16.4545        1
10.8084  21.1785  30.6212        1      4.5  17.3205        1
9.11201  19.5899  29.3457        1        4  18.1865        1
9.34364  18.3838  29.9741        1      4.5  19.0526        1
9.17499  18.9689  29.0597        1        4  19.9186        1
8.83592  18.6242  29.1791        1      4.5  20.7846        1
9.02132  18.6221  29.0741        1        4  21.6506        1
8.46459   20.274  29.6658        1      4.5  22.5167        1
8.73697  19.6981  28.9484        1        4  23.3827        1
10.0662  19.3262  29.9387        1      4.5  24.2487        1
9.22553  19.8625  29.5412        1        4  25.1147        1
10.7697  21.0565  29.4537        1      4.5  25.9808        1
 10.781  20.4926  30.4249        1        4  26.8468        1
10.6332     21.6  32.2091        1      4.5  27.7128        1
12.2129  22.7924  31.1478        1        4  28.5788        1
12.0847   22.789  32.4738        1      4.5  29.4449        1
12.5729  22.4762  33.1484        1        4  30.3109        1
15.4393   23.295   33.305        1      4.5  31.1769        1
13.4317  24.1606  33.9723        1        4  32.0429        1
13.9528  24.8049  35.1023        1      4.5   32.909        1
14.1407  25.2429  34.8536        1        4   33.775        1
14.7133  24.9293  35.4939        1      4.5   34.641        1
 15.003  24.3691  35.2022        1        4   35.507        1
14.5885  24.7613  36.1534        1      4.5  36.3731        1
15.0975  24.8832  34.2292        1        4  37.2391        1
14.6598  24.6817  34.8921        1      4.5  38.1051        1
14.4448  24.8639   33.696        1        4  38.9711        1
 14.584  24.9765  34.2814        1      4.5  39.8372        1
12.8921   23.541  34.4851        1        4  40.7032        1
12.8709  24.2303  33.2844        1      4.5  41.5692        1
12.0068  22.3237  32.1373        1        4  42.4352        1
11.8948   23.013  32.1322        1      4.5  43.3013        1
11.7063  21.0945  31.5554        1        4  44.1673        1
10.5823  21.4471  30.9064        1      4.5  45.0333        1
10.4088  20.6418  29.6497        1        4  45.8993        1
9.51992   20.358  29.7347        1      4.5  46.7654        1
9.87917  19.4456  29.5483        1        4  47.6314        1
 9.3689  19.4987   30.093        1      4.5  48.4974        1
8.83004  19.7664  28.9621        1        4  49.3634        1
9.16963  18.9654  29.5436        1      4.5  50.2295        1
10.3258  18.3532   29.019        1        4  51.0955        1
9.13779  18.2222  29.4383        1      4.5  51.9615        1
8.25297  18.9154  29.9268        1        4  52.8275        1
9.60498  20.2518  31.0824        1      4.5  53.6936        1
9.44526  19.9849  30.4548        1        4  54.5596        1
10.8078  20.7233  30.4498        1      4.5  55.4256        1
10.5465  20.7735  31.6703        1        4  56.2917        1
11.5909  21.8936  31.8398        1      4.5  57.1577        1
12.5279  21.9862  32.5409        1        4  58.0237        1
 13.268  22.3593  32.9021        1      4.5  58.8897        1
14.0508  23.7363  32.8492        1        4  59.7558        1
13.8248  24.5902  33.4393        1      4.5  60.6218        1
14.0004  24.4187  35.1994        1        4  61.4878        1
14.6465  24.7528  34.2823        1      4.5  62.3538        1
15.7607  24.4964  34.1707        1        4  63.2199        1
15.6186  25.3806  35.3806        1      4.5  64.0859        1
15.2026  25.6263  34.0138        1        4  64.9519        1
15.0425  25.5495  34.2384        1      4.5  65.8179        1
14.9242   24.136  35.0322        1        4   66.684        1
15.0855  24.7281  34.8892        1      4.5    67.55        1
14.2486  24.7822  33.5547        1        4   68.416        1
14.3298  23.6861  33.6373        1      4.5   69.282        1
 13.642  22.4241  33.1958        1        4  70.1481        1
13.2914  22.2208  33.4748        1      4.5  71.0141        1
 13.164  22.1375  32.1743        1        4  71.8801        1
12.0697  21.9409  32.5237        1      4.5  72.7461        1
10.5973  20.7196  29.8711        1        4  73.6122        1
10.1748  20.9434   30.353        1      4.5  74.4782        1
9.11866  20.2064  30.2075        1        4  75.3442        1
11.0523  19.8481  30.2358        1      4.5  76.2102        1
 9.8754  19.1212  29.3267        1        4  77.0763        1
9.27883  19.9103  29.7698        1      4.5  77.9423        1
8.67371  18.8087   28.349        1        4  78.8083        1
9.08167  19.9837  29.6727        1      4.5  79.6743        1
9.32929  19.3192  28.9174        1        4  80.5404        1
8.51014  19.7815  28.8302        1      4.5  81.4064        1
 9.2375  19.3256  29.5249        1        4  82.2724        1
10.3286  19.9177  30.1336        1      4.5  83.1384        1
10.2181  20.4139  30.1166        1        4  84.0045        1
11.0006  21.7077  31.1107        1      4.5  84.8705        1
10.9044  21.7997   31.216        1        4  85.7365        1
12.3753  22.6775  32.2026        1      4.5  86.6025        1
12.3326  23.1486  32.8838        1        5 0.866025        1
13.6637   24.109  34.5903        1      5.5  1.73205        1
14.7697  23.1971  33.6265        1        5  2.59808        1
14.3641   25.562  33.8952        1      5.5   3.4641        1
14.7718  25.3848  34.6225        1        5  4.33013        1
 14.907  25.2404  35.5484        1      5.5  5.19615        1
15.4827  24.7502  34.5948        1        5  6.06218        1
15.9284  25.8036  34.8045        1      5.5   6.9282        1
16.3556  25.8984  35.8447        1        5  7.79423        1
15.8393  24.8679  35.2765        1      5.5  8.66025        1
15.4544  24.2787  35.5404        1        5  9.52628        1
 14.531   26.007  34.0672        1      5.5  10.3923        1
14.2167  24.1404  34.0628        1        5  11.2583        1
14.2563  23.7818  34.0186        1      5.5  12.1244        1
13.6558  22.2405  34.1646        1        5  12.9904        1
12.8723  22.8729  33.0191        1      5.5  13.8564        1
12.6015  21.5158  33.2388        1        5  14.7224        1
12.4166  21.7655  31.4819        1      5.5  15.5885        1
11.4727   22.146  31.2441        1        5  16.4545        1
10.8953  20.8644  30.6837        1      5.5  17.3205        1
10.1022  20.5169  30.2912        1        5  18.1865        1
10.8478  19.9245  30.6614        1      5.5  19.0526        1
9.20875  19.2946  29.4333        1        5  19.9186        1
10.3693   20.298  29.6487        1      5.5  20.7846        1
9.83469  19.2647  29.1592        1        5  21.6506        1
9.57676   19.742  28.8602        1      5.5  22.5167        1
 9.4157  20.2865  29.8141        1        5  23.3827        1
10.1356  20.4841  29.7769        1      5.5  24.2487        1
10.4297  20.7963  29.7354        1        5  25.1147        1
10.8959  20.8963  30.9958        1      5.5  25.9808        1
11.2402  21.7442  31.6295        1        5  26.8468        1
11.2243   21.403  32.3104        1      5.5  27.7128        1
 12.522  22.4343  31.6959        1        5  28.5788        1
13.2994  23.1522    33.51        1      5.5  29.4449        1
14.0103  23.0334  33.1582        1        5  30.3109        1
 13.793   23.971  33.9374        1      5.5  31.1769        1
14.2266  23.7024  35.1584        1        5  32.0429        1
 15.392  25.1205  34.3467        1      5.5   32.909        1
15.1588  24.9358  35.2477        1        5   33.775        1
 15.777  26.4608  35.7074        1      5.5   34.641        1
15.0892   25.198  35.8481        1        5   35.507        1
 15.323  25.9177  36.2546        1      5.5  36.3731        1
15.6102  25.8268   35.488        1        5  37.2391        1
14.8554  24.4884   35.138        1      5.5  38.1051        1
14.3667  25.4308   34.493        1        5  38.9711        1
14.3675  25.0433  34.1268        1      5.5  39.8372        1
13.3082  24.6282  33.5096        1        5  40.7032        1
13.0623  23.3223  33.1171        1      5.5  41.5692        1
13.6793  22.4315  33.0392        1        5  42.4352        1
12.9788  21.8798  32.3179        1      5.5  43.3013        1
12.2236  21.3656  31.8962        1        5  44.1673        1
11.2635  21.4154  31.4931        1      5.5  45.0333        1
 11.267  20.9571  30.5305        1        5  45.8993        1
10.3238  21.3749  29.1933        1      5.5  46.7654        1
  9.526  19.5418  29.9352        1        5  47.6314        1
10.1507  19.2245  30.5987        1      5.5  48.4974        1
9.62488  19.2241  30.4528        1        5  49.3634        1
8.96396  19.3081  29.6344        1      5.5  50.2295        1
9.98404  19.8115  29.6645        1        5  51.0955        1
9.53379  20.4411  29.8229        1      5.5  51.9615        1
9.55306  19.5139   29.533        1        5  52.8275        1
9.93231  21.5073  31.4286        1      5.5  53.6936        1
10.7846  20.7155  30.3669        1        5  54.5596        1
10.6281  22.1668  31.3305        1      5.5  55.4256        1
12.3316  22.5098  31.4748        1        5  56.2917        1
11.7854  21.7553   31.926        1      5.5  57.1577        1
12.5593  21.2974  33.2829        1        5  58.0237        1
12.9892  23.4209  33.3285        1      5.5  58.8897        1
13.6069  23.2086  32.5088        1        5  59.7558        1
13.6971  23.5279   34.283        1      5.5  60.6218        1
15.1437   26.102  34.8777        1        5  61.4878        1
15.4753  25.1849  35.3683        1      5.5  62.3538        1
15.1622  25.4013  35.9303        1        5  63.2199        1
15.0313  26.0267  35.3138        1      5.5  64.0859        1
14.8258  25.4796  35.0173        1        5  64.9519        1
16.0186  25.1656  35.1757        1      5.5  65.8179        1
14.9683  24.9492  34.9034        1        5   66.684        1
15.3608  25.3443  35.8802        1      5.5    67.55        1
15.2959  24.2991  34.4005        1        5   68.416        1
14.2604  24.0515  34.2487        1      5.5   69.282        1
13.8471  23.1984  33.5149        1        5  70.1481        1
12.7404  24.3442  33.0674        1      5.5  71.0141        1
13.3945  22.3581  32.6243        1        5  71.8801        1
12.3913  22.3499  31.9126        1      5.5  72.7461        1
11.3114  21.0889  31.4113        1        5  73.6122        1
10.8619  21.6761   31.269        1      5.5  74.4782        1
10.2909  21.0775  30.6429        1        5  75.3442        1
9.83084  20.3271  30.8855        1      5.5  76.2102        1
 9.6088  19.4673  29.9091        1        5  77.0763        1
10.3895  19.8225   30.234        1      5.5  77.9423        1
9.35845  19.6526  29.3549        1        5  78.8083        1
10.2442  19.2232   29.801        1      5.5  79.6743        1
9.51877  19.6098  29.6563        1        5  80.5404        1
10.3111  20.1055  30.0781        1      5.5  81.4064        1
10.3322  20.8303  30.3843        1        5  82.2724        1
10.9171  20.5444  30.9656        1      5.5  83.1384        1
10.3355  21.4913  31.3394        1        5  84.0045        1
10.7429  20.9576  31.2263        1      5.5  84.8705        1
 11.348  21.5886  32.4793        1        5  85.7365        1
11.3841  22.1465  32.7756        1      5.5  86.6025        1
13.6457  23.8544  33.1555        1        6 0.866025        1
13.3159  23.0038  34.0103        1      6.5  1.73205        1
14.8868   25.609  34.5575        1        6  2.59808        1
14.9256  24.9414  34.4542        1      6.5   3.4641        1
15.3455  25.3853  34.6133        1        6  4.33013        1
16.2068  26.0108  35.2167        1      6.5  5.19615        1
15.8918  26.2797  35.9076        1        6  6.06218        1
15.8713  25.3383  36.2723        1      6.5   6.9282        1
 16.736  26.3917  35.8966        1        6  7.79423        1
15.1188  25.7873  35.7772        1      6.5  8.66025        1
15.0199  24.7683   35.872        1        6  9.52628        1
 15.142  24.8053  35.5169        1      6.5  10.3923        1
15.4482  25.3727  34.7748        1        6  11.2583        1
14.5061  24.7131  34.3076        1      6.5  12.1244        1
 13.484  23.9403  34.2881        1        6  12.9904        1
13.4203  22.6972  33.1533        1      6.5  13.8564        1
12.0504  22.1604  32.4616        1        6  14.7224        1
11.5423   21.522  31.5667        1      6.5  15.5885        1
11.3987  21.1912  30.9169        1        6  16.4545        1
11.5276  20.8841  30.6478        1      6.5  17.3205        1
10.0763  19.7818  30.1067        1        6  18.1865        1
