   phi1      Phi     phi2    phase        x        y       ci
12.1231   22.309  32.8125        1      1.5   34.641        1
12.5598  22.2021  31.8309        1        1   35.507        1
13.0837  22.4222  32.4757        1      1.5  36.3731        1
12.8499   23.057  31.3584        1        1  37.2391        1
 12.015  21.5324  32.0109        1      1.5  38.1051        1
12.4794  22.0792  32.3828        1        1  38.9711        1
11.7963  22.4387   32.208        1      1.5  39.8372        1
11.2515  21.8211  30.2922        1        1  40.7032        1
10.9407  22.2411  30.7958        1      1.5  41.5692        1
11.2768  20.9872  30.1967        1        1  42.4352        1
8.64622  20.0331  30.4127        1      1.5  43.3013        1
9.84791  20.0622  29.9246        1        1  44.1673        1
 8.6342  19.5526  28.9691        1      1.5  45.0333        1
9.43879  19.2698     29.6        1        1  45.8993        1
8.96871  19.3157  29.2342        1      1.5  46.7654        1
9.60798  19.3546  29.5464        1        1  47.6314        1
8.99886  18.8888  29.1731        1      1.5  48.4974        1
 8.3016  19.2995  28.6936        1        1  49.3634        1
8.38047  18.8554  29.5751        1      1.5  50.2295        1
8.37039  18.1747  28.5574        1        1  51.0955        1
9.32689  18.9438  29.0073        1      1.5  51.9615        1
8.47926  18.6454  28.6602        1        1  52.8275        1
9.73578  18.5642  28.6587        1      1.5  53.6936        1
9.58298  19.6989  28.8662        1        1  54.5596        1
9.55165  19.6335   28.787        1      1.5  55.4256        1
9.81917  20.2577  29.4964        1        1  56.2917        1
10.2651  20.8864  29.9358        1      1.5  57.1577        1
10.7101   20.186  31.0668        1        1  58.0237        1
10.6201  21.9674  31.4433        1      1.5  58.8897        1
11.4896  21.5621  31.6338        1        1  59.7558        1
11.0857  21.1529  31.8038        1      1.5  60.6218        1
12.0126   21.881  32.5896        1        1  61.4878        1
12.1843  21.5016  32.3242        1      1.5  62.3538        1
11.8419  21.7191  32.7134        1        1  63.2199        1
13.2323  22.7516  32.1522        1      1.5  64.0859        1
 12.452  23.0557  33.1575        1        1  64.9519        1
12.3119  21.4932  32.4427        1      1.5  65.8179        1
 11.113  22.0671   32.135        1        1   66.684        1
12.6276  22.3971  32.6875        1      1.5    67.55        1
11.7157  21.8646  30.7902        1        1   68.416        1
10.9015   21.876  31.3274        1      1.5   69.282        1
11.1642  21.1604  31.8871        1        1  70.1481        1
 10.152  21.4671  31.4995        1      1.5  71.0141        1
10.3844  20.5158  31.1395        1        1  71.8801        1
 10.034  20.1809  30.4183        1      1.5  72.7461        1
 9.8657  19.3023  30.0361        1        1  73.6122        1
  10.32  18.9245  30.4467        1      1.5  74.4782        1
9.37783  18.5269  29.1021        1        1  75.3442        1
8.73071  19.2313  28.9375        1      1.5  76.2102        1
8.14749  18.2822  28.8631        1        1  77.0763        1
7.99681  18.6321  28.4891        1      1.5  77.9423        1
7.65816  18.6528  27.9877        1        1  78.8083        1
8.97043  18.7737  28.8054        1      1.5  79.6743        1
8.74632  19.3656    27.42        1        1  80.5404        1
8.97472  18.4692  29.4052        1      1.5  81.4064        1
9.24264  20.2173  29.7889        1        1  82.2724        1
9.52049  19.3785   29.279        1      1.5  83.1384        1
9.08381  18.6237  28.4965        1        1  84.0045        1
9.64664  19.6209  29.9793        1      1.5  84.8705        1
9.48174  20.2648   30.159        1        1  85.7365        1
  10.79  21.2165  30.5577        1      1.5  86.6025        1
10.6335  20.8303  30.2995        1        2 0.866025        1
 11.868  21.8428  31.5521        1      2.5  1.73205        1
 12.381  21.9813  32.2734        1        2  2.59808        1
11.2667  22.7333  32.3751        1      2.5   3.4641        1
12.3482  21.7391  31.0703        1        2  4.33013        1
12.3678  23.8346  32.9306        1      2.5  5.19615        1
 12.973  22.0776  32.5838        1        2  6.06218        1
12.3679  23.4166   33.244        1      2.5   6.9282        1
12.4266  22.5723  32.2781        1        2  7.79423        1
13.1245  22.8619  33.0067        1      2.5  8.66025        1
12.4501  22.8853  33.1203        1        2  9.52628        1
12.3822  22.1182  32.8205        1      2.5  10.3923        1
12.0155  21.7911   32.707        1        2  11.2583        1
 12.476  22.2198  30.5917        1      2.5  12.1244        1
10.7692  22.4193  32.5291        1        2  12.9904        1
10.1726  21.3246  31.8173        1      2.5  13.8564        1
10.6153  20.0827  31.0718        1        2  14.7224        1
9.43516  20.7579  30.5342        1      2.5  15.5885        1
10.8733  19.4564   30.224        1        2  16.4545        1
9.94886  20.0161  29.7043        1      2.5  17.3205        1
8.63438  18.8176  29.6061        1        2  18.1865        1
9.03605  18.9237  29.6402        1      2.5  19.0526        1
7.99715  18.9676  27.9305        1        2  19.9186        1
9.35829    19.21  29.0875        1      2.5  20.7846        1
8.03746  18.5215  28.8847        1        2  21.6506        1
9.11699  18.8026  28.9999        1      2.5  22.5167        1
9.22297  18.9488  28.7739        1        2  23.3827        1
9.17424  19.1526  29.4255        1      2.5  24.2487        1
 8.1065   19.447  29.0144        1        2  25.1147        1
10.3418  20.5825  30.0708        1      2.5  25.9808        1
9.36204  18.7599   29.336        1        2  26.8468        1
11.2301  20.9521  30.9579        1      2.5  27.7128        1
10.3072  20.8781  29.8078        1        2  28.5788        1
11.5041  21.1207  31.4851        1      2.5  29.4449        1
11.1869  22.1938  31.3347        1        2  30.3109        1
12.4819  21.9846  30.7484        1      2.5  31.1769        1
12.9969  22.6001  31.4807        1        2  32.0429        1
 12.427  21.9552  32.9821        1      2.5   32.909        1
12.5077  21.7817  31.1715        1        2   33.775        1
11.8847   23.173  32.9486        1      2.5   34.641        1
12.4279  21.8735  32.2079        1        2   35.507        1
12.4973  22.9687  33.5246        1      2.5  36.3731        1
12.7415  23.0168  33.0397        1        2  37.2391        1
12.2252  22.2936  31.9175        1      2.5  38.1051        1
12.6922  21.7074  32.9371        1        2  38.9711        1
13.0077  21.8371  32.4726        1      2.5  39.8372        1
10.7548  22.3323  32.6777        1        2  40.7032        1
11.5279  21.2889  30.9094        1      2.5  41.5692        1
11.0303  21.6767  31.3417        1        2  42.4352        1
10.7934  20.3542   30.976        1      2.5  43.3013        1
11.0127  20.8055  30.5478        1        2  44.1673        1
10.4462  20.1607  30.6133        1      2.5  45.0333        1
9.89348  19.4552  29.9016        1        2  45.8993        1
9.63631  20.3119  29.3715        1      2.5  46.7654        1
  9.586   18.886  29.1249        1        2  47.6314        1
8.29079  20.3902  28.1135        1      2.5  48.4974        1
9.14952  18.0834  28.5291        1        2  49.3634        1
9.07641  18.4979  29.3013        1      2.5  50.2295        1
9.65176  18.2792  28.1468        1        2  51.0955        1
8.84815  18.4463  28.8221        1      2.5  51.9615        1
 9.1932  18.9147  29.5346        1        2  52.8275        1
9.49273  19.5196  29.7281        1      2.5  53.6936        1
8.74984  19.4927  29.5614        1        2  54.5596        1
9.40676   21.203  30.5097        1      2.5  55.4256        1
11.1049  19.5911  29.7138        1        2  56.2917        1
10.2289   21.095  31.9998        1      2.5  57.1577        1
11.1377  20.8827  29.9594        1        2  58.0237        1
10.6686  21.3081  31.7569        1      2.5  58.8897        1
12.0886   21.124  31.8114        1        2  59.7558        1
 10.981  22.6564  31.7985        1      2.5  60.6218        1
11.8366  22.8929  31.8278        1        2  61.4878        1
12.7685  23.1988  32.1515        1      2.5  62.3538        1
 12.664  23.3696  32.3619        1        2  63.2199        1
12.3212  22.5562  32.3856        1      2.5  64.0859        1
12.7704  23.4341  32.6225        1        2  64.9519        1
13.0039  23.0826  32.4387        1      2.5  65.8179        1
12.8344  22.8879  32.6041        1        2   66.684        1
12.9534  22.1829  33.7276        1      2.5    67.55        1
12.0019   21.528  33.5455        1        2   68.416        1
12.2848  21.7578  31.1779        1      2.5   69.282        1
12.1657  22.0365  31.5177        1        2  70.1481        1
 10.311  21.0331  31.9402        1      2.5  71.0141        1
10.7115  20.0491  31.1062        1        2  71.8801        1
11.5189  20.1015  30.4441        1      2.5  72.7461        1
9.77334  20.7017  29.6622        1        2  73.6122        1
9.41254   19.345  29.9335        1      2.5  74.4782        1
9.14041  20.6371  29.0492        1        2  75.3442        1
8.86884  19.3915  29.6922        1      2.5  76.2102        1
9.29892  19.4217  28.5294        1        2  77.0763        1
9.56125  18.1628  28.2707        1      2.5  77.9423        1
8.22262  17.5632  28.6838        1        2  78.8083        1
9.06471  18.5465  28.8598        1      2.5  79.6743        1
9.09962  18.6146  29.2147        1        2  80.5404        1
 8.9313   18.337  30.3588        1      2.5  81.4064        1
 9.2729  20.3907  30.1555        1        2  82.2724        1
9.28989  20.0539  29.0389        1      2.5  83.1384        1
9.39216  18.9202  30.3611        1        2  84.0045        1
10.7166  20.4614  30.2418        1      2.5  84.8705        1
10.6087  20.3588  30.1425        1        2  85.7365        1
10.1252  20.5105  31.2513        1      2.5  86.6025        1
10.9867  21.2137  31.5769        1        3 0.866025        1
11.8994  22.5169  32.1025        1      3.5  1.73205        1
12.2635  21.7283  32.8827        1        3  2.59808        1
12.0512   22.519  32.7294        1      3.5   3.4641        1
11.9073   22.765  33.4628        1        3  4.33013        1
12.9895  23.0311   32.698        1      3.5  5.19615        1
12.4959  22.8218  32.7766        1        3  6.06218        1
13.4698  22.9029  33.4035        1      3.5   6.9282        1
13.5259  22.4339  33.0885        1        3  7.79423        1
12.8801  23.3682  33.1208        1      3.5  8.66025        1
 13.695  22.4444  32.6989        1        3  9.52628        1
12.3304  24.0075  32.7263        1      3.5  10.3923        1
11.9832  22.2538  32.8075        1        3  11.2583        1
12.1155   22.523  33.1506        1      3.5  12.1244        1
12.0872  22.1822  31.5617        1        3  12.9904        1
11.6518  20.8169  31.5018        1      3.5  13.8564        1
 10.731  21.4615  30.4888        1        3  14.7224        1
10.1741  20.6001  30.3231        1      3.5  15.5885        1
10.1114  19.1458  30.7316        1        3  16.4545        1
9.32848  21.1247    30.04        1      3.5  17.3205        1
9.93676  19.6346  30.0413        1        3  18.1865        1
10.7502  19.3911  29.6957        1      3.5  19.0526        1
9.73716  19.1066  28.8535        1        3  19.9186        1
9.53897  18.7841  29.4779        1      3.5  20.7846        1
8.05499  18.9451  28.7373        1        3  21.6506        1
8.89813  18.2678  29.3455        1      3.5  22.5167        1
9.25062    19.58  29.6688        1        3  23.3827        1
9.48208  20.3005  29.9003        1      3.5  24.2487        1
9.79504  19.4162  29.8734        1        3  25.1147        1
11.1547  19.7206  30.5173        1      3.5  25.9808        1
10.4884  20.5601  30.2516        1        3  26.8468        1
10.4415  20.7837  30.3995        1      3.5  27.7128        1
11.0914  20.4056  30.9938        1        3  28.5788        1
12.3694  22.0427  31.7489        1      3.5  29.4449        1
  11.91  21.4518  32.0605        1        3  30.3109        1
12.2828  22.5785  32.4289        1      3.5  31.1769        1
13.2287  22.1032  33.0233        1        3  32.0429        1
13.1878  23.5484  33.0629        1      3.5   32.909        1
12.5559  23.1619  33.0629        1        3   33.775        1
13.9357  22.7407  33.1376        1      3.5   34.641        1
13.9725  22.4657  33.4029        1        3   35.507        1
13.4577  22.8423  33.3976        1      3.5  36.3731        1
12.3455  23.0941  33.2747        1        3  37.2391        1
  12.88  23.8779  33.0302        1      3.5  38.1051        1
11.9364  22.3274  33.3916        1        3  38.9711        1
12.5716  21.6707  32.9726        1      3.5  39.8372        1
 11.393  21.5462   32.271        1        3  40.7032        1
11.5471  21.3892  31.9755        1      3.5  41.5692        1
11.2993  21.0957  31.2999        1        3  42.4352        1
11.2748  20.0156  31.4953        1      3.5  43.3013        1
10.8021  21.1025  30.9266        1        3  44.1673        1
10.8112  19.9021  30.8129        1      3.5  45.0333        1
10.0807  19.8407  30.3216        1        3  45.8993        1
9.24797  19.6644  29.7847        1      3.5  46.7654        1
9.44226  19.6604  29.0809        1        3  47.6314        1
9.46875  18.4957  29.4373        1      3.5  48.4974        1
8.88807  18.1405   28.636        1        3  49.3634        1
8.84892  19.6078  30.2031        1      3.5  50.2295        1
9.78487  18.6012   29.412        1        3  51.0955        1
8.55864  19.8915  29.8911        1      3.5  51.9615        1
8.72429  19.3038  27.5934        1        3  52.8275        1
9.79637  19.5532  30.1735        1      3.5  53.6936        1
8.97426  19.6355  29.4229        1        3  54.5596        1
10.0371  20.6231  29.7881        1      3.5  55.4256        1
11.2165  20.0454   30.449        1        3  56.2917        1
9.99221  20.1933  30.7214        1      3.5  57.1577        1
11.7437  21.1033  31.4324        1        3  58.0237        1
12.1466  21.4589  32.1743        1      3.5  58.8897        1
11.5393  21.4552  31.9212        1        3  59.7558        1
12.7559  21.8873  32.3699        1      3.5  60.6218        1
12.8193  22.5971   33.012        1        3  61.4878        1
13.2278  22.5368  33.8469        1      3.5  62.3538        1
12.4042  21.8609  32.4359        1        3  63.2199        1
12.9966  23.9542  34.1522        1      3.5  64.0859        1
13.4199  23.7937  32.8772        1        3  64.9519        1
12.6465  23.0022  33.4857        1      3.5  65.8179        1
12.7587  23.6271  32.5832        1        3   66.684        1
12.4648  22.8548  32.8043        1      3.5    67.55        1
12.1198  22.9286  32.2479        1        3   68.416        1
13.1479  22.7842  32.5659        1      3.5   69.282        1
12.3377   22.023  32.5227        1        3  70.1481        1
11.0511  21.7894  32.0056        1      3.5  71.0141        1
11.4335  21.2525   31.024        1        3  71.8801        1
10.6321  21.2768  30.8399        1      3.5  72.7461        1
10.8922  20.0902  30.5003        1        3  73.6122        1
  9.893  20.2554  30.9764        1      3.5  74.4782        1
9.57322  19.6238  29.4184        1        3  75.3442        1
10.0158  19.5742  29.0585        1      3.5  76.2102        1
9.22853  18.8911  29.2062        1        3  77.0763        1
9.57433  18.6835  29.1128        1      3.5  77.9423        1
9.60819  17.8853  29.0858        1        3  78.8083        1
8.92019  19.0263  29.5285        1      3.5  79.6743        1
9.25286  18.4013  29.0966        1        3  80.5404        1
9.98229  18.8604  28.9068        1      3.5  81.4064        1
9.44793  20.1206  29.9048        1        3  82.2724        1
10.3522  19.3658   29.366        1      3.5  83.1384        1
10.9256  20.0697  30.3175        1        3  84.0045        1
11.1896  20.0133  29.6931        1      3.5  84.8705        1
10.6302  20.8487  30.2413        1        3  85.7365        1
 11.448  20.9148  31.6584        1      3.5  86.6025        1
10.6969  22.1818  31.2792        1        4 0.866025        1
12.7634  21.9209  31.1646        1      4.5  1.73205        1
11.9297  22.5802  32.7994        1        4  2.59808        1
12.7076  22.9081  31.9833        1      4.5   3.4641        1
13.6548  23.5112   33.467        1        4  4.33013        1
13.1608  22.6289  33.7911        1      4.5  5.19615        1
12.8663  23.4665  32.7817        1        4  6.06218        1
12.8717  23.4159  33.2469        1      4.5   6.9282        1
14.2058  22.9137   33.299        1        4  7.79423        1
13.3686  22.9116  33.5573        1      4.5  8.66025        1
12.4825  23.1376   32.492        1        4  9.52628        1
12.5236  22.8709  33.1366        1      4.5  10.3923        1
12.8125  22.5648  31.8773        1        4  11.2583        1
13.4719  22.5236  33.5833        1      4.5  12.1244        1
12.4998  21.8681  32.5322        1        4  12.9904        1
 11.166  21.2848  31.4497        1      4.5  13.8564        1
11.5479  21.8244  31.8686        1        4  14.7224        1
11.0532   21.112  30.7222        1      4.5  15.5885        1
10.7851  20.7663  30.4571        1        4  16.4545        1
9.66116  19.8239  30.1511        1      4.5  17.3205        1
8.67601   21.015   30.605        1        4  18.1865        1
9.13891  19.2487   29.764        1      4.5  19.0526        1
9.28294    20.37   30.129        1        4  19.9186        1
9.89377  19.7097  28.3354        1      4.5  20.7846        1
9.44818  19.4502  28.9161        1        4  21.6506        1
10.0244  19.4895  29.7714        1      4.5  22.5167        1
8.99288  20.8921  29.7744        1        4  23.3827        1
 9.7363  20.0425  28.8306        1      4.5  24.2487        1
10.5014  20.4209  29.4791        1        4  25.1147        1
10.0152  21.6001  30.4039        1      4.5  25.9808        1
9.88757  20.3583  30.8322        1        4  26.8468        1
10.2406  21.0848    31.33        1      4.5  27.7128        1
10.8668  21.2191  31.9402        1        4  28.5788        1
 12.029  22.1312  32.0086        1      4.5  29.4449        1
12.6448  22.6888       32        1        4  30.3109        1
13.3443  21.9774  32.2964        1      4.5  31.1769        1
12.5384  22.2964  32.2305        1        4  32.0429        1
13.5125  23.9362  33.3086        1      4.5   32.909        1
13.3742  23.9738  33.3919        1        4   33.775        1
13.2012  23.0157  33.3813        1      4.5   34.641        1
13.4473  22.9125  33.8456        1        4   35.507        1
12.9588  23.3997  33.1856        1      4.5  36.3731        1
13.6866  23.4984  33.6486        1        4  37.2391        1
13.6816  23.1618  33.8479        1      4.5  38.1051        1
12.5341  23.4839   33.431        1        4  38.9711        1
12.7712  23.2275  32.8518        1      4.5  39.8372        1
 12.167  21.9433  32.5602        1        4  40.7032        1
11.6952  21.6838  31.6294        1      4.5  41.5692        1
11.3578  21.5394  31.8112        1        4  42.4352        1
12.2669  21.3262  30.9872        1      4.5  43.3013        1
11.3734  21.4545  31.2638        1        4  44.1673        1
11.0166  21.6306  30.3942        1      4.5  45.0333        1
 10.781  19.3433   30.382        1        4  45.8993        1
9.66636  19.5977  30.8356        1      4.5  46.7654        1
9.15228  19.8698  30.5046        1        4  47.6314        1
9.53951  19.5019  30.7205        1      4.5  48.4974        1
8.82371  20.2619  28.1991        1        4  49.3634        1
 9.4418  18.5287  29.4149        1      4.5  50.2295        1
9.65347  19.4885  28.9869        1        4  51.0955        1
9.91543  19.6476  28.9409        1      4.5  51.9615        1
9.39844  19.4473  29.4154        1        4  52.8275        1
10.0489  20.3707  30.0531        1      4.5  53.6936        1
10.4038  20.0533  29.3814        1        4  54.5596        1
 10.819   19.759  31.4143        1      4.5  55.4256        1
11.0498   20.108  30.9185        1        4  56.2917        1
11.6199  21.6517  32.7538        1      4.5  57.1577        1
10.9638  21.0776    32.01        1        4  58.0237        1
13.0023  21.7344  32.6037        1      4.5  58.8897        1
12.2351  22.2636  31.1574        1        4  59.7558        1
12.6588  23.4092   33.457        1      4.5  60.6218        1
12.4578  23.1521  31.7221        1        4  61.4878        1
  12.56  24.0338  33.0392        1      4.5  62.3538        1
13.3253  22.6437  33.0637        1        4  63.2199        1
13.1284  23.0644  33.2149        1      4.5  64.0859        1
13.3585  23.2971  33.3346        1        4  64.9519        1
14.0207   23.521   33.485        1      4.5  65.8179        1
13.4348  23.3379  33.6941        1        4   66.684        1
12.9301  23.4214  33.5834        1      4.5    67.55        1
13.2618  22.4554  32.7922        1        4   68.416        1
12.8955  22.2822  32.9913        1      4.5   69.282        1
11.1686  21.4885  32.1589        1        4  70.1481        1
12.9167  22.3196  32.0449        1      4.5  71.0141        1
10.8089  21.5489  32.3193        1        4  71.8801        1
11.5336   20.593  30.1854        1      4.5  72.7461        1
11.0793  20.3341  30.5787        1        4  73.6122        1
10.3289  19.4214  30.0087        1      4.5  74.4782        1
10.2215  19.6953  29.9684        1        4  75.3442        1
9.60424    20.19  30.0691        1      4.5  76.2102        1
9.47189  20.4206   29.512        1        4  77.0763        1
10.0284  19.0315  29.3413        1      4.5  77.9423        1
8.63116  19.1775  29.3136        1        4  78.8083        1
9.36612  19.8435  29.1524        1      4.5  79.6743        1
 8.6615  20.0647  29.2092        1        4  80.5404        1
10.5945  19.4997  30.3288        1      4.5  81.4064        1
9.70082  19.6752  29.4571        1        4  82.2724        1
 9.5951  19.3909  30.1952        1      4.5  83.1384        1
 10.622  20.8788  30.5439        1        4  84.0045        1
10.2261  21.9387  30.2404        1      4.5  84.8705        1
  10.68  21.3517  31.1106        1        4  85.7365        1
11.2203  22.2614  32.1416        1      4.5  86.6025        1
12.1567  20.7847  32.1364        1        5 0.866025        1
12.4426  21.8372   32.751        1      5.5  1.73205        1
13.3276  22.7381    31.92        1        5  2.59808        1
12.5974  23.0927  32.3125        1      5.5   3.4641        1
13.5242  22.3889  33.2175        1        5  4.33013        1
13.7103  22.8488  33.5157        1      5.5  5.19615        1
14.8169  23.8772  34.0211        1        5  6.06218        1
13.9909  24.1518  33.0703        1      5.5   6.9282        1
13.2656  22.8092  33.3314        1        5  7.79423        1
14.1646  24.6556  33.4952        1      5.5  8.66025        1
13.8293  23.4791  33.7755        1        5  9.52628        1
12.7741  22.5616  34.5547        1      5.5  10.3923        1
11.5782  22.8902  32.6071        1        5  11.2583        1
12.2664  22.2777  33.3309        1      5.5  12.1244        1
12.2674  22.6633   31.811        1        5  12.9904        1
11.4851  21.5525  32.7796        1      5.5  13.8564        1
11.0024  21.9302  31.4893        1        5  14.7224        1
  10.56  21.8355  30.3859        1      5.5  15.5885        1
10.4999  20.5364   31.657        1        5  16.4545        1
10.2182  21.6504  30.0328        1      5.5  17.3205        1
9.99086  19.8955  29.6752        1        5  18.1865        1
10.8782  19.5523  30.1129        1      5.5  19.0526        1
10.7869  20.0561  29.9236        1        5  19.9186        1
10.9519  19.4251  29.6459        1      5.5  20.7846        1
9.91874  19.5249  29.8898        1        5  21.6506        1
9.06581  20.4998  29.6376        1      5.5  22.5167        1
9.70306   19.278  29.4752        1        5  23.3827        1
10.0001  19.2903  30.0526        1      5.5  24.2487        1
 10.216  19.9181  30.4615        1        5  25.1147        1
9.99611  20.5125  30.5765        1      5.5  25.9808        1
11.5453  19.8614  31.5522        1        5  26.8468        1
11.2531  20.5723    30.45        1      5.5  27.7128        1
11.4093  20.6324  31.9341        1        5  28.5788        1
12.2876  22.3069  32.5754        1      5.5  29.4449        1
11.9529  22.6266  31.9632        1        5  30.3109        1
12.2954  22.9085  32.7686        1      5.5  31.1769        1
12.7807  23.1114   32.747        1        5  32.0429        1
13.2512  23.6529  31.9613        1      5.5   32.909        1
 13.009  24.1546  33.7641        1        5   33.775        1
13.3586  23.8688  32.6976        1      5.5   34.641        1
12.8722  23.2255  33.3941        1        5   35.507        1
13.1271  24.0052  33.7331        1      5.5  36.3731        1
12.9283   24.082  34.7792        1        5  37.2391        1
13.9244  23.0117  33.8147        1      5.5  38.1051        1
 13.191  23.3545  33.9005        1        5  38.9711        1
12.0304   23.177  32.5597        1      5.5  39.8372        1
12.5394  21.7555  32.9236        1        5  40.7032        1
12.8618  22.4279  32.2525        1      5.5  41.5692        1
12.2377  21.5958  31.8965        1        5  42.4352        1
12.5565   21.911  32.2189        1      5.5  43.3013        1
10.6403  21.3352  31.0455        1        5  44.1673        1
10.1945  20.2239  30.0735        1      5.5  45.0333        1
10.8312    19.68  29.7565        1        5  45.8993        1
10.6129  20.6934   30.571        1      5.5  46.7654        1
10.4877  20.0951  29.2888        1        5  47.6314        1
8.95174  20.0597    29.49        1      5.5  48.4974        1
9.89264  18.9503  29.1129        1        5  49.3634        1
 9.8007  19.6018  29.1605        1      5.5  50.2295        1
9.44214  20.4849  30.0057        1        5  51.0955        1
10.0942  19.2395  30.1508        1      5.5  51.9615        1
10.1924  19.4542  29.6922        1        5  52.8275        1
8.94193  20.1239  29.5431        1      5.5  53.6936        1
9.36601  21.1086  29.9651        1        5  54.5596        1
10.8442  20.1974   30.513        1      5.5  55.4256        1
10.8094  20.9865  30.6787        1        5  56.2917        1
 11.172  21.2084  30.8175        1      5.5  57.1577        1
11.7004  21.9318  31.2207        1        5  58.0237        1
11.1595  22.3123  31.7656        1      5.5  58.8897        1
12.6669  22.0173  32.6664        1        5  59.7558        1
13.1405  22.8904  33.1994        1      5.5  60.6218        1
13.1679  23.8418  33.1094        1        5  61.4878        1
 13.188  23.6766  32.8829        1      5.5  62.3538        1
13.3653  23.4925  33.5368        1        5  63.2199        1
12.9667  23.2892  34.2503        1      5.5  64.0859        1
13.0941  24.2614  33.4048        1        5  64.9519        1
13.2995  23.0397  34.5357        1      5.5  65.8179        1
12.9305  23.3561   32.669        1        5   66.684        1
13.2931  22.3509  33.0955        1      5.5    67.55        1
 12.705  21.5904  32.7745        1        5   68.416        1
12.8741  23.0246  32.4887        1      5.5   69.282        1
11.8511  22.3018  32.0065        1        5  70.1481        1
11.5062  22.4224  32.4224        1      5.5  71.0141        1
11.7856  21.4115  31.3678        1        5  71.8801        1
11.9501  21.8327  31.4035        1      5.5  72.7461        1
11.0455  21.5505   31.229        1        5  73.6122        1
10.7554   20.615  30.3129        1      5.5  74.4782        1
10.1201   20.832  29.1623        1        5  75.3442        1
10.5055  20.4141  30.1158        1      5.5  76.2102        1
10.4378  20.2216  29.8376        1        5  77.0763        1
10.2568  19.5712  29.9928        1      5.5  77.9423        1
9.83284  19.5964  29.3227        1        5  78.8083        1
9.46981  18.9415  29.7278        1      5.5  79.6743        1
9.03275  20.0187  29.8187        1        5  80.5404        1
10.1353  20.3699  30.0889        1      5.5  81.4064        1
10.4816  20.5767  29.2135        1        5  82.2724        1
10.5207  20.2445  30.3854        1      5.5  83.1384        1
11.5459  19.9312  30.4609        1        5  84.0045        1
10.7416  20.8532   30.735        1      5.5  84.8705        1
11.2688  20.5405  31.6655        1        5  85.7365        1
12.4891  21.6419  30.5761        1      5.5  86.6025        1
12.2584   21.336  32.3889        1        6 0.866025        1
13.0597  22.4479  32.0987        1      6.5  1.73205        1
12.8357  22.9368  32.0947        1        6  2.59808        1
14.1297  22.7555  32.5733        1      6.5   3.4641        1
 13.232  22.8932  33.6232        1        6  4.33013        1
12.9284  23.7108  34.2422        1      6.5  5.19615        1
14.4143  24.0035  33.3167        1        6  6.06218        1
13.0301  24.0659  34.0719        1      6.5   6.9282        1
13.8657  22.8633  33.2231        1        6  7.79423        1
13.9738  24.4606  34.7924        1      6.5  8.66025        1
12.9847  24.0827  33.4039        1        6  9.52628        1
 12.981  24.0684  33.8458        1      6.5  10.3923        1
13.5363  22.8731  33.2349        1        6  11.2583        1
13.0563   22.838  33.0418        1      6.5  12.1244        1
12.4256  22.0863  32.6379        1        6  12.9904        1
12.1793  21.9056  32.8543        1      6.5  13.8564        1
11.0695  22.1848  31.7757        1        6  14.7224        1
11.8445  20.7913  31.7052        1      6.5  15.5885        1
10.7738  21.7703  31.0207        1        6  16.4545        1
9.90091  19.9082  30.5761        1      6.5  17.3205        1
10.7178  20.4076  30.3426        1        6  18.1865        1
